Variety	Concept	Stability
abar1239	air	1.0
abar1239	animal	1.0
abar1239	axe	1.0
abar1239	bag	1.0
abar1239	bed	1.0
abar1239	bird	1.0
abar1239	bitter leaf	1.0
abar1239	blood	1.0
abar1239	book	1.0
abar1239	breast	1.0
abar1239	bridge	1.0
abar1239	broom	1.0
abar1239	cat	1.0
abar1239	caterpillar	1.0
abar1239	chief	1.0
abar1239	child	1.0
abar1239	cocoyam	1.0
abar1239	corn	1.0
abar1239	cow, cattle	1.0
abar1239	cricket	1.0
abar1239	cup	1.0
abar1239	cutlass	1.0
abar1239	dance	1.0
abar1239	day	1.0
abar1239	deity, god, God	1.0
abar1239	devil	1.0
abar1239	dog	1.0
abar1239	dust	1.0
abar1239	ear	1.0
abar1239	egg	1.0
abar1239	faeces	1.0
abar1239	farm	1.0
abar1239	feather	1.0
abar1239	fence	1.0
abar1239	fire	1.0
abar1239	fish	1.0
abar1239	forest	1.0
abar1239	garden egg	1.0
abar1239	goat	1.0
abar1239	gong	1.0
abar1239	grass	1.0
abar1239	grave	1.0
abar1239	gun	1.0
abar1239	hair	1.0
abar1239	head	1.0
abar1239	heart	1.0
abar1239	hill	1.0
abar1239	hoe	1.0
abar1239	hole	1.0
abar1239	honey juice	1.0
abar1239	horse	1.0
abar1239	house	1.0
abar1239	intestine	1.0
abar1239	jaw	1.0
abar1239	leaf	1.0
abar1239	lizard	1.0
abar1239	monkey	1.0
abar1239	mother	1.0
abar1239	mouth	1.0
abar1239	name	1.0
abar1239	nose	1.0
abar1239	oil	1.0
abar1239	owl	1.0
abar1239	palm nut	1.0
abar1239	palm tree	1.0
abar1239	pepper	1.0
abar1239	person	1.0
abar1239	pig	1.0
abar1239	pineapple	1.0
abar1239	place	1.0
abar1239	plantain	1.0
abar1239	pot	1.0
abar1239	potato	1.0
abar1239	raffia bamboo	1.0
abar1239	rain	1.0
abar1239	rat	1.0
abar1239	salt	1.0
abar1239	sheep	1.0
abar1239	sieve	1.0
abar1239	snake	1.0
abar1239	soap	1.0
abar1239	soldier ant	1.0
abar1239	song	1.0
abar1239	spider	1.0
abar1239	star	1.0
abar1239	stone	1.0
abar1239	storm (wind)	1.0
abar1239	story	1.0
abar1239	sun	1.0
abar1239	tobacco	1.0
abar1239	tongue	1.0
abar1239	tooth	1.0
abar1239	tree	1.0
abar1239	umbrella	1.0
abar1239	war	1.0
abar1239	yam	1.0
biya1235	air	1.0
biya1235	amaranthus (green)	1.0
biya1235	arm	1.0
biya1235	ash (wood)	1.0
biya1235	axe	1.0
biya1235	bag	1.0
biya1235	basket	1.0
biya1235	bed	1.0
biya1235	belly	1.0
biya1235	bird	1.0
biya1235	bitter leaf	1.0
biya1235	blood	1.0
biya1235	body	1.0
biya1235	bone	1.0
biya1235	book	1.0
biya1235	breast	1.0
biya1235	camwood	1.0
biya1235	cassava	1.0
biya1235	caterpillar	1.0
biya1235	chair	1.0
biya1235	chief	1.0
biya1235	child	1.0
biya1235	cloth	1.0
biya1235	cock	1.0
biya1235	cocoyam	1.0
biya1235	cola	1.0
biya1235	comb	1.0
biya1235	corn	1.0
biya1235	corn fufu	1.0
biya1235	cough (n)	1.0
biya1235	cow, cattle	1.0
biya1235	cup	1.0
biya1235	cutlass	1.0
biya1235	deity, god, God	1.0
biya1235	dirts	1.0
biya1235	dish (pan)	1.0
biya1235	drum	1.0
biya1235	dry season	1.0
biya1235	ear	1.0
biya1235	egg	1.0
biya1235	elephant stalk	1.0
biya1235	eye	1.0
biya1235	faeces	1.0
biya1235	fire	1.0
biya1235	fish	1.0
biya1235	forest	1.0
biya1235	goat	1.0
biya1235	gong	1.0
biya1235	grave	1.0
biya1235	groundnut	1.0
biya1235	hair	1.0
biya1235	hand	1.0
biya1235	head	1.0
biya1235	headpad	1.0
biya1235	heart	1.0
biya1235	hoe	1.0
biya1235	hole	1.0
biya1235	horn (head)	1.0
biya1235	horse	1.0
biya1235	house	1.0
biya1235	house fly	1.0
biya1235	jaw	1.0
biya1235	jigger	1.0
biya1235	knee	1.0
biya1235	ladder	1.0
biya1235	leaf	1.0
biya1235	moon	1.0
biya1235	mouth	1.0
biya1235	mushroom	1.0
biya1235	name	1.0
biya1235	navel	1.0
biya1235	neck	1.0
biya1235	nose	1.0
biya1235	oil	1.0
biya1235	owl	1.0
biya1235	palm nut	1.0
biya1235	penis	1.0
biya1235	person	1.0
biya1235	pig	1.0
biya1235	place	1.0
biya1235	potato	1.0
biya1235	raffia bamboo	1.0
biya1235	rain	1.0
biya1235	rat	1.0
biya1235	road	1.0
biya1235	root	1.0
biya1235	rope	1.0
biya1235	sand	1.0
biya1235	seed	1.0
biya1235	sheep	1.0
biya1235	sky	1.0
biya1235	smoke	1.0
biya1235	snore	1.0
biya1235	soap	1.0
biya1235	song	1.0
biya1235	spider	1.0
biya1235	spoon	1.0
biya1235	stone	1.0
biya1235	storm (wind)	1.0
biya1235	sweat	1.0
biya1235	testicle	1.0
biya1235	tobacco	1.0
biya1235	tongue	1.0
biya1235	tooth	1.0
biya1235	tree	1.0
biya1235	vagina	1.0
biya1235	war	1.0
biya1235	wax (incense)	1.0
biya1235	week	1.0
biya1235	wingless termite	1.0
biya1235	yam	1.0
biya1235	year	1.0
buuu1246	air	1.0
buuu1246	animal	1.0
buuu1246	axe	1.0
buuu1246	bag	1.0
buuu1246	banana	1.0
buuu1246	basket	1.0
buuu1246	belly	1.0
buuu1246	bird	1.0
buuu1246	bitter leaf	1.0
buuu1246	book	1.0
buuu1246	breast	1.0
buuu1246	broom	1.0
buuu1246	camwood	1.0
buuu1246	case (court) (n)	1.0
buuu1246	cat	1.0
buuu1246	caterpillar	1.0
buuu1246	chief	1.0
buuu1246	child	1.0
buuu1246	compound	1.0
buuu1246	corn	1.0
buuu1246	cow, cattle	1.0
buuu1246	crab	1.0
buuu1246	cricket	1.0
buuu1246	cup	1.0
buuu1246	cutlass	1.0
buuu1246	dance	1.0
buuu1246	deity, god, God	1.0
buuu1246	devil	1.0
buuu1246	drum	1.0
buuu1246	dust	1.0
buuu1246	ear	1.0
buuu1246	egg	1.0
buuu1246	eye	1.0
buuu1246	faeces	1.0
buuu1246	farm	1.0
buuu1246	father	1.0
buuu1246	fence	1.0
buuu1246	fire	1.0
buuu1246	fireside	1.0
buuu1246	forest	1.0
buuu1246	fowl	1.0
buuu1246	friend	1.0
buuu1246	garden egg	1.0
buuu1246	gizzard (fowl)	1.0
buuu1246	goat	1.0
buuu1246	gong	1.0
buuu1246	grasshopper	1.0
buuu1246	grave	1.0
buuu1246	hair	1.0
buuu1246	hand	1.0
buuu1246	head	1.0
buuu1246	headpad	1.0
buuu1246	hoe	1.0
buuu1246	horse	1.0
buuu1246	house	1.0
buuu1246	intestine	1.0
buuu1246	jaw	1.0
buuu1246	ladder	1.0
buuu1246	leaf	1.0
buuu1246	medicine	1.0
buuu1246	monkey	1.0
buuu1246	moon	1.0
buuu1246	mother	1.0
buuu1246	name	1.0
buuu1246	nose	1.0
buuu1246	palm tree	1.0
buuu1246	pap	1.0
buuu1246	pepper	1.0
buuu1246	person	1.0
buuu1246	pig	1.0
buuu1246	place	1.0
buuu1246	plantain	1.0
buuu1246	pot	1.0
buuu1246	potato	1.0
buuu1246	raffia bamboo	1.0
buuu1246	rain	1.0
buuu1246	ridge (farm)	1.0
buuu1246	road	1.0
buuu1246	salt	1.0
buuu1246	sand	1.0
buuu1246	seed	1.0
buuu1246	sieve	1.0
buuu1246	sky	1.0
buuu1246	smoke	1.0
buuu1246	snake	1.0
buuu1246	soap	1.0
buuu1246	song	1.0
buuu1246	stomach	1.0
buuu1246	storm (wind)	1.0
buuu1246	story	1.0
buuu1246	sun	1.0
buuu1246	tobacco	1.0
buuu1246	toilet	1.0
buuu1246	tongue	1.0
buuu1246	tooth	1.0
buuu1246	umbrella	1.0
buuu1246	war	1.0
buuu1246	water	1.0
buuu1246	xylophone	1.0
buuu1246	yam	1.0
fang1248	air	1.0
fang1248	animal	1.0
fang1248	axe	1.0
fang1248	bag	1.0
fang1248	banana	1.0
fang1248	basket	1.0
fang1248	bird	1.0
fang1248	bitter leaf	1.0
fang1248	blood	1.0
fang1248	book	1.0
fang1248	breast	1.0
fang1248	bridge	1.0
fang1248	broom	1.0
fang1248	case (court) (n)	1.0
fang1248	cat	1.0
fang1248	caterpillar	1.0
fang1248	chief	1.0
fang1248	child	1.0
fang1248	cloth	1.0
fang1248	compound	1.0
fang1248	corn	1.0
fang1248	cow, cattle	1.0
fang1248	crab	1.0
fang1248	cutlass	1.0
fang1248	dog	1.0
fang1248	dust	1.0
fang1248	egg	1.0
fang1248	faeces	1.0
fang1248	farm	1.0
fang1248	forest	1.0
fang1248	fowl	1.0
fang1248	friend	1.0
fang1248	garden egg	1.0
fang1248	grass	1.0
fang1248	grave	1.0
fang1248	hair	1.0
fang1248	hand	1.0
fang1248	head	1.0
fang1248	house	1.0
fang1248	intestine	1.0
fang1248	jaw	1.0
fang1248	ladder	1.0
fang1248	leaf	1.0
fang1248	lizard	1.0
fang1248	monkey	1.0
fang1248	moon	1.0
fang1248	name	1.0
fang1248	nose	1.0
fang1248	palm nut	1.0
fang1248	palm tree	1.0
fang1248	pig	1.0
fang1248	pineapple	1.0
fang1248	place	1.0
fang1248	plantain	1.0
fang1248	pot	1.0
fang1248	potato	1.0
fang1248	rain	1.0
fang1248	salt	1.0
fang1248	sand	1.0
fang1248	sheep	1.0
fang1248	smoke	1.0
fang1248	snake	1.0
fang1248	song	1.0
fang1248	storm (wind)	1.0
fang1248	story	1.0
fang1248	sun	1.0
fang1248	toad (rough back)	1.0
fang1248	tongue	1.0
fang1248	tooth	1.0
fang1248	tree	1.0
fang1248	xylophone	1.0
kung1260	animal	1.0
kung1260	axe	1.0
kung1260	basket	1.0
kung1260	bird	1.0
kung1260	bitter leaf	1.0
kung1260	blood	1.0
kung1260	breast	1.0
kung1260	cap	1.0
kung1260	cat	1.0
kung1260	caterpillar	1.0
kung1260	chair	1.0
kung1260	chief	1.0
kung1260	child	1.0
kung1260	cloth	1.0
kung1260	cocoyam	1.0
kung1260	compound	1.0
kung1260	cow, cattle	1.0
kung1260	crab	1.0
kung1260	cricket	1.0
kung1260	cutlass	1.0
kung1260	dance	1.0
kung1260	deity, god, God	1.0
kung1260	devil	1.0
kung1260	drum	1.0
kung1260	ear	1.0
kung1260	eye	1.0
kung1260	faeces	1.0
kung1260	farm	1.0
kung1260	father	1.0
kung1260	feather	1.0
kung1260	fence	1.0
kung1260	fire	1.0
kung1260	fish	1.0
kung1260	forest	1.0
kung1260	friend	1.0
kung1260	garden egg	1.0
kung1260	grasshopper	1.0
kung1260	grave	1.0
kung1260	gun	1.0
kung1260	hailstone	1.0
kung1260	hair	1.0
kung1260	hand	1.0
kung1260	head	1.0
kung1260	house	1.0
kung1260	intestine	1.0
kung1260	jaw	1.0
kung1260	knife	1.0
kung1260	ladder	1.0
kung1260	lizard	1.0
kung1260	medicine	1.0
kung1260	monkey	1.0
kung1260	mother	1.0
kung1260	mouth	1.0
kung1260	name	1.0
kung1260	palm nut	1.0
kung1260	palm tree	1.0
kung1260	pepper	1.0
kung1260	person	1.0
kung1260	pig	1.0
kung1260	plantain	1.0
kung1260	pot	1.0
kung1260	raffia bamboo	1.0
kung1260	rain	1.0
kung1260	root	1.0
kung1260	rope	1.0
kung1260	salt	1.0
kung1260	sand	1.0
kung1260	sheep	1.0
kung1260	sieve	1.0
kung1260	sky	1.0
kung1260	smoke	1.0
kung1260	snake	1.0
kung1260	soap	1.0
kung1260	song	1.0
kung1260	star	1.0
kung1260	stone	1.0
kung1260	story	1.0
kung1260	tobacco	1.0
kung1260	tongue	1.0
kung1260	tooth	1.0
kung1260	tree	1.0
kung1260	war	1.0
kung1260	yam	1.0
mbuu1238	air	1.0
mbuu1238	axe	1.0
mbuu1238	bag	1.0
mbuu1238	banana	1.0
mbuu1238	bird	1.0
mbuu1238	breast	1.0
mbuu1238	camwood	1.0
mbuu1238	case (court) (n)	1.0
mbuu1238	cat	1.0
mbuu1238	caterpillar	1.0
mbuu1238	chair	1.0
mbuu1238	chief	1.0
mbuu1238	child	1.0
mbuu1238	corn	1.0
mbuu1238	crab	1.0
mbuu1238	cricket	1.0
mbuu1238	cup	1.0
mbuu1238	dance	1.0
mbuu1238	day	1.0
mbuu1238	deity, god, God	1.0
mbuu1238	devil	1.0
mbuu1238	drum	1.0
mbuu1238	dry season	1.0
mbuu1238	dust	1.0
mbuu1238	ear	1.0
mbuu1238	egg	1.0
mbuu1238	elephant stalk	1.0
mbuu1238	eye	1.0
mbuu1238	faeces	1.0
mbuu1238	farm	1.0
mbuu1238	fence	1.0
mbuu1238	fire	1.0
mbuu1238	fireside	1.0
mbuu1238	forest	1.0
mbuu1238	fowl	1.0
mbuu1238	friend	1.0
mbuu1238	goat	1.0
mbuu1238	gong	1.0
mbuu1238	grass	1.0
mbuu1238	grave	1.0
mbuu1238	hand	1.0
mbuu1238	head	1.0
mbuu1238	headpad	1.0
mbuu1238	hill	1.0
mbuu1238	hoe	1.0
mbuu1238	horse	1.0
mbuu1238	house	1.0
mbuu1238	jaw	1.0
mbuu1238	ladder	1.0
mbuu1238	leaf	1.0
mbuu1238	mat (rhizom plant)	1.0
mbuu1238	medicine	1.0
mbuu1238	monkey	1.0
mbuu1238	moon	1.0
mbuu1238	mouth	1.0
mbuu1238	name	1.0
mbuu1238	nose	1.0
mbuu1238	oil	1.0
mbuu1238	owl	1.0
mbuu1238	palm nut	1.0
mbuu1238	pap	1.0
mbuu1238	pepper	1.0
mbuu1238	person	1.0
mbuu1238	pig	1.0
mbuu1238	pineapple	1.0
mbuu1238	place	1.0
mbuu1238	plantain	1.0
mbuu1238	potato	1.0
mbuu1238	rain	1.0
mbuu1238	road	1.0
mbuu1238	root	1.0
mbuu1238	rope	1.0
mbuu1238	salt	1.0
mbuu1238	sand	1.0
mbuu1238	seed	1.0
mbuu1238	sheep	1.0
mbuu1238	sieve	1.0
mbuu1238	smoke	1.0
mbuu1238	snake	1.0
mbuu1238	soap	1.0
mbuu1238	song	1.0
mbuu1238	star	1.0
mbuu1238	story	1.0
mbuu1238	sun	1.0
mbuu1238	tongue	1.0
mbuu1238	tooth	1.0
mbuu1238	tree	1.0
mbuu1238	umbrella	1.0
mbuu1238	war	1.0
mbuu1238	water	1.0
mbuu1238	wingless termite	1.0
mbuu1238	yam	1.0
mbuu1238	zinc	1.0
miss1255	air	1.0
miss1255	animal	1.0
miss1255	axe	1.0
miss1255	bag	1.0
miss1255	banana	1.0
miss1255	basket	1.0
miss1255	bat	1.0
miss1255	bed	1.0
miss1255	belly	1.0
miss1255	bird	1.0
miss1255	bitter leaf	1.0
miss1255	book	1.0
miss1255	breast	1.0
miss1255	broom	1.0
miss1255	cap	1.0
miss1255	cat	1.0
miss1255	chair	1.0
miss1255	chief	1.0
miss1255	child	1.0
miss1255	cloth	1.0
miss1255	compound	1.0
miss1255	corn	1.0
miss1255	cow, cattle	1.0
miss1255	crab	1.0
miss1255	cricket	1.0
miss1255	cup	1.0
miss1255	cutlass	1.0
miss1255	dance	1.0
miss1255	day	1.0
miss1255	deity, god, God	1.0
miss1255	devil	1.0
miss1255	dog	1.0
miss1255	dust	1.0
miss1255	ear	1.0
miss1255	egg	1.0
miss1255	elephant stalk	1.0
miss1255	eye	1.0
miss1255	faeces	1.0
miss1255	farm	1.0
miss1255	fence	1.0
miss1255	fire	1.0
miss1255	fireside	1.0
miss1255	fish	1.0
miss1255	forest	1.0
miss1255	friend	1.0
miss1255	garden egg	1.0
miss1255	goat	1.0
miss1255	gong	1.0
miss1255	grass	1.0
miss1255	grasshopper	1.0
miss1255	grave	1.0
miss1255	hair	1.0
miss1255	hand	1.0
miss1255	head	1.0
miss1255	headpad	1.0
miss1255	heart	1.0
miss1255	hill	1.0
miss1255	hoe	1.0
miss1255	horn (head)	1.0
miss1255	horse	1.0
miss1255	house	1.0
miss1255	intestine	1.0
miss1255	jaw	1.0
miss1255	knife	1.0
miss1255	ladder	1.0
miss1255	leaf	1.0
miss1255	medicine	1.0
miss1255	moon	1.0
miss1255	mother	1.0
miss1255	mouth	1.0
miss1255	mushroom	1.0
miss1255	name	1.0
miss1255	nose	1.0
miss1255	oil	1.0
miss1255	owl	1.0
miss1255	palm nut	1.0
miss1255	palm tree	1.0
miss1255	pap	1.0
miss1255	pepper	1.0
miss1255	pig	1.0
miss1255	pineapple	1.0
miss1255	place	1.0
miss1255	pot	1.0
miss1255	potato	1.0
miss1255	raffia bamboo	1.0
miss1255	rain	1.0
miss1255	ridge (farm)	1.0
miss1255	road	1.0
miss1255	rope	1.0
miss1255	salt	1.0
miss1255	sheep	1.0
miss1255	sieve	1.0
miss1255	smoke	1.0
miss1255	snake	1.0
miss1255	soap	1.0
miss1255	song	1.0
miss1255	star	1.0
miss1255	stone	1.0
miss1255	storm (wind)	1.0
miss1255	story	1.0
miss1255	sun	1.0
miss1255	tongue	1.0
miss1255	tooth	1.0
miss1255	tree	1.0
miss1255	war	1.0
miss1255	wax (incense)	1.0
miss1255	week	1.0
miss1255	work (n)	1.0
miss1255	xylophone	1.0
miss1255	yam	1.0
miss1255	year	1.0
mufu1234	air	1.0
mufu1234	axe	1.0
mufu1234	bag	1.0
mufu1234	banana	1.0
mufu1234	bed	1.0
mufu1234	belly	1.0
mufu1234	bird	1.0
mufu1234	bitter leaf	1.0
mufu1234	blood	1.0
mufu1234	book	1.0
mufu1234	breast	1.0
mufu1234	bridge	1.0
mufu1234	broom	1.0
mufu1234	cap	1.0
mufu1234	case (court) (n)	1.0
mufu1234	chair	1.0
mufu1234	chief	1.0
mufu1234	child	1.0
mufu1234	cloth	1.0
mufu1234	compound	1.0
mufu1234	corn	1.0
mufu1234	cow, cattle	1.0
mufu1234	crab	1.0
mufu1234	cricket	1.0
mufu1234	cup	1.0
mufu1234	dance	1.0
mufu1234	day	1.0
mufu1234	deity, god, God	1.0
mufu1234	devil	1.0
mufu1234	dish (pan)	1.0
mufu1234	dog	1.0
mufu1234	dust	1.0
mufu1234	egg	1.0
mufu1234	eye	1.0
mufu1234	faeces	1.0
mufu1234	farm	1.0
mufu1234	father	1.0
mufu1234	fence	1.0
mufu1234	fire	1.0
mufu1234	fish	1.0
mufu1234	forest	1.0
mufu1234	fowl	1.0
mufu1234	friend	1.0
mufu1234	garden egg	1.0
mufu1234	goat	1.0
mufu1234	gong	1.0
mufu1234	grave	1.0
mufu1234	gun	1.0
mufu1234	hair	1.0
mufu1234	hand	1.0
mufu1234	head	1.0
mufu1234	heart	1.0
mufu1234	hoe	1.0
mufu1234	horn (head)	1.0
mufu1234	horse	1.0
mufu1234	house	1.0
mufu1234	intestine	1.0
mufu1234	jaw	1.0
mufu1234	knife	1.0
mufu1234	medicine	1.0
mufu1234	mouth	1.0
mufu1234	mushroom	1.0
mufu1234	name	1.0
mufu1234	nose	1.0
mufu1234	oil	1.0
mufu1234	owl	1.0
mufu1234	palm nut	1.0
mufu1234	palm tree	1.0
mufu1234	pap	1.0
mufu1234	pig	1.0
mufu1234	place	1.0
mufu1234	plantain	1.0
mufu1234	pot	1.0
mufu1234	potato	1.0
mufu1234	rain	1.0
mufu1234	rope	1.0
mufu1234	salt	1.0
mufu1234	sand	1.0
mufu1234	sheep	1.0
mufu1234	sieve	1.0
mufu1234	smoke	1.0
mufu1234	snake	1.0
mufu1234	song	1.0
mufu1234	star	1.0
mufu1234	stomach	1.0
mufu1234	stone	1.0
mufu1234	story	1.0
mufu1234	tongue	1.0
mufu1234	tooth	1.0
mufu1234	tree	1.0
mufu1234	war	1.0
mufu1234	water	1.0
mufu1234	wax (incense)	1.0
mufu1234	week	1.0
mufu1234	wingless termite	1.0
mufu1234	work (n)	1.0
mufu1234	xylophone	1.0
mufu1234	yam	1.0
mufu1234	year	1.0
mufu1234	zinc	1.0
mund1340	air	1.0
mund1340	axe	1.0
mund1340	bag	1.0
mund1340	banana	1.0
mund1340	bat	1.0
mund1340	bed	1.0
mund1340	belly	1.0
mund1340	bird	1.0
mund1340	bitter leaf	1.0
mund1340	blood	1.0
mund1340	breast	1.0
mund1340	broom	1.0
mund1340	camwood	1.0
mund1340	cap	1.0
mund1340	case (court) (n)	1.0
mund1340	cat	1.0
mund1340	caterpillar	1.0
mund1340	chief	1.0
mund1340	child	1.0
mund1340	cloth	1.0
mund1340	corn	1.0
mund1340	cow, cattle	1.0
mund1340	crab	1.0
mund1340	cricket	1.0
mund1340	cup	1.0
mund1340	cutlass	1.0
mund1340	dance	1.0
mund1340	deity, god, God	1.0
mund1340	devil	1.0
mund1340	dish (pan)	1.0
mund1340	dog	1.0
mund1340	dust	1.0
mund1340	ear	1.0
mund1340	egg	1.0
mund1340	elephant stalk	1.0
mund1340	eye	1.0
mund1340	faeces	1.0
mund1340	farm	1.0
mund1340	father	1.0
mund1340	fence	1.0
mund1340	fire	1.0
mund1340	fireside	1.0
mund1340	fish	1.0
mund1340	forest	1.0
mund1340	fowl	1.0
mund1340	friend	1.0
mund1340	gizzard (fowl)	1.0
mund1340	goat	1.0
mund1340	gong	1.0
mund1340	grave	1.0
mund1340	gun	1.0
mund1340	head	1.0
mund1340	headpad	1.0
mund1340	heart	1.0
mund1340	hill	1.0
mund1340	hoe	1.0
mund1340	horn (head)	1.0
mund1340	horse	1.0
mund1340	house	1.0
mund1340	jaw	1.0
mund1340	knife	1.0
mund1340	ladder	1.0
mund1340	medicine	1.0
mund1340	moon	1.0
mund1340	mother	1.0
mund1340	mushroom	1.0
mund1340	name	1.0
mund1340	nose	1.0
mund1340	owl	1.0
mund1340	palm tree	1.0
mund1340	pap	1.0
mund1340	pig	1.0
mund1340	pineapple	1.0
mund1340	plantain	1.0
mund1340	pot	1.0
mund1340	potato	1.0
mund1340	raffia bamboo	1.0
mund1340	rain	1.0
mund1340	rainbow	1.0
