Doculect1	Doculect2	SharedCognateCount
JGYKoshin3	NINMundabli4	46
JGYKoshin3	NJNBiya6	22
JGYKoshin3	NJSKung4	32
JGYKoshin3	NMAAbar1	22
JGYKoshin3	NMNMundabli3	46
JGYKoshin3	NMSMissong4	28
JGYKoshin3	NNBBuu3	59
JGYKoshin3	NSFBiya5	18
JGYKoshin3	NUNMunken4	20
JGYKoshin3	NVBAbar7	26
JGYKoshin3	NVIAjumbu1	27
JGYKoshin3	TELKoshin4	116
JGYKoshin3	TNTMunken2	23
JGYKoshin3	WCANgun1	23
JGYKoshin3	ZKGKung1	26
KBMNgun4	KCSKung3	30
KBMNgun4	KCYBuu2	38
KBMNgun4	KDCAjumbu10	30
KBMNgun4	KDVFang1	13
KBMNgun4	KEMBuu1	34
KBMNgun4	KFKMashi1	24
KBMNgun4	KHKFang12	19
KBMNgun4	KJSFang2	15
KBMNgun4	KMNAjumbu2	30
KBMNgun4	LFNMundabli1	15
KBMNgun4	MCANgun3	110
KBMNgun4	MEAMumfu3	14
KBMNgun4	MNJBuu4	36
KBMNgun4	MRYKoshin2	15
KBMNgun4	NACAbar2	88
KBMNgun4	NCCMumfu4	15
KBMNgun4	NCMMashi5	25
KBMNgun4	NDNMissong5	86
KBMNgun4	NEAMunken1	86
KBMNgun4	NEMAjumbu9	25
KBMNgun4	NFKBiya7	97
KBMNgun4	NGTMunken3	92
KBMNgun4	NINMundabli4	16
KBMNgun4	NJNBiya6	107
KBMNgun4	NJSKung4	26
KBMNgun4	NMAAbar1	85
KBMNgun4	NMNMundabli3	14
KBMNgun4	NMSMissong4	79
KBMNgun4	NNBBuu3	39
KBMNgun4	NSFBiya5	102
KBMNgun4	NUNMunken4	91
KBMNgun4	NVBAbar7	101
KBMNgun4	NVIAjumbu1	28
KBMNgun4	TELKoshin4	20
KBMNgun4	TNTMunken2	91
KBMNgun4	WCANgun1	110
KBMNgun4	ZKGKung1	22
KCSKung3	KCYBuu2	28
KCSKung3	KDCAjumbu10	35
KCSKung3	KDVFang1	18
KCSKung3	KEMBuu1	26
KCSKung3	KFKMashi1	25
KCSKung3	KHKFang12	23
KCSKung3	KJSFang2	18
KCSKung3	KMNAjumbu2	32
KCSKung3	LFNMundabli1	17
KCSKung3	MCANgun3	30
KCSKung3	MEAMumfu3	14
KCSKung3	MNJBuu4	30
KCSKung3	MRYKoshin2	23
KCSKung3	NACAbar2	24
KCSKung3	NCCMumfu4	15
KCSKung3	NCMMashi5	28
KCSKung3	NDNMissong5	30
KCSKung3	NEAMunken1	31
KCSKung3	NEMAjumbu9	34
KCSKung3	NFKBiya7	29
KCSKung3	NGTMunken3	29
KCSKung3	NINMundabli4	18
KCSKung3	NJNBiya6	31
KCSKung3	NJSKung4	120
KCSKung3	NMAAbar1	25
KCSKung3	NMNMundabli3	15
KCSKung3	NMSMissong4	30
KCSKung3	NNBBuu3	32
KCSKung3	NSFBiya5	27
KCSKung3	NUNMunken4	28
KCSKung3	NVBAbar7	30
KCSKung3	NVIAjumbu1	31
KCSKung3	TELKoshin4	30
KCSKung3	TNTMunken2	29
KCSKung3	WCANgun1	28
KCSKung3	ZKGKung1	82
KCYBuu2	KDCAjumbu10	43
KCYBuu2	KDVFang1	40
KCYBuu2	KEMBuu1	109
KCYBuu2	KFKMashi1	43
KCYBuu2	KHKFang12	49
KCYBuu2	KJSFang2	37
KCYBuu2	KMNAjumbu2	44
KCYBuu2	LFNMundabli1	45
KCYBuu2	MCANgun3	39
KCYBuu2	MEAMumfu3	40
KCYBuu2	MNJBuu4	102
KCYBuu2	MRYKoshin2	43
KCYBuu2	NACAbar2	37
KCYBuu2	NCCMumfu4	40
KCYBuu2	NCMMashi5	40
KCYBuu2	NDNMissong5	39
KCYBuu2	NEAMunken1	46
KCYBuu2	NEMAjumbu9	46
KCYBuu2	NFKBiya7	35
KCYBuu2	NGTMunken3	34
KCYBuu2	NINMundabli4	45
KCYBuu2	NJNBiya6	38
KCYBuu2	NJSKung4	27
KCYBuu2	NMAAbar1	37
KCYBuu2	NMNMundabli3	46
KCYBuu2	NMSMissong4	38
KCYBuu2	NNBBuu3	105
KCYBuu2	NSFBiya5	34
KCYBuu2	NUNMunken4	36
KCYBuu2	NVBAbar7	38
KCYBuu2	NVIAjumbu1	42
KCYBuu2	TELKoshin4	54
KCYBuu2	TNTMunken2	40
KCYBuu2	WCANgun1	41
KCYBuu2	ZKGKung1	22
KDCAjumbu10	KDVFang1	31
KDCAjumbu10	KEMBuu1	42
KDCAjumbu10	KFKMashi1	29
KDCAjumbu10	KHKFang12	41
KDCAjumbu10	KJSFang2	32
KDCAjumbu10	KMNAjumbu2	103
KDCAjumbu10	LFNMundabli1	29
KDCAjumbu10	MCANgun3	31
KDCAjumbu10	MEAMumfu3	24
KDCAjumbu10	MNJBuu4	46
KDCAjumbu10	MRYKoshin2	29
KDCAjumbu10	NACAbar2	28
KDCAjumbu10	NCCMumfu4	25
KDCAjumbu10	NCMMashi5	28
KDCAjumbu10	NDNMissong5	25
KDCAjumbu10	NEAMunken1	30
KDCAjumbu10	NEMAjumbu9	116
KDCAjumbu10	NFKBiya7	34
KDCAjumbu10	NGTMunken3	26
KDCAjumbu10	NINMundabli4	27
KDCAjumbu10	NJNBiya6	32
KDCAjumbu10	NJSKung4	34
KDCAjumbu10	NMAAbar1	25
KDCAjumbu10	NMNMundabli3	26
KDCAjumbu10	NMSMissong4	27
KDCAjumbu10	NNBBuu3	45
KDCAjumbu10	NSFBiya5	33
KDCAjumbu10	NUNMunken4	28
KDCAjumbu10	NVBAbar7	32
KDCAjumbu10	NVIAjumbu1	96
KDCAjumbu10	TELKoshin4	34
KDCAjumbu10	TNTMunken2	28
KDCAjumbu10	WCANgun1	30
KDCAjumbu10	ZKGKung1	26
KDVFang1	KEMBuu1	39
KDVFang1	KFKMashi1	24
KDVFang1	KHKFang12	87
KDVFang1	KJSFang2	82
KDVFang1	KMNAjumbu2	31
KDVFang1	LFNMundabli1	33
KDVFang1	MCANgun3	13
KDVFang1	MEAMumfu3	33
KDVFang1	MNJBuu4	40
KDVFang1	MRYKoshin2	36
KDVFang1	NACAbar2	14
KDVFang1	NCCMumfu4	29
KDVFang1	NCMMashi5	25
KDVFang1	NDNMissong5	17
KDVFang1	NEAMunken1	16
KDVFang1	NEMAjumbu9	35
KDVFang1	NFKBiya7	14
KDVFang1	NGTMunken3	14
KDVFang1	NINMundabli4	31
KDVFang1	NJNBiya6	14
KDVFang1	NJSKung4	17
KDVFang1	NMAAbar1	14
KDVFang1	NMNMundabli3	34
KDVFang1	NMSMissong4	15
KDVFang1	NNBBuu3	39
KDVFang1	NSFBiya5	13
KDVFang1	NUNMunken4	15
KDVFang1	NVBAbar7	14
KDVFang1	NVIAjumbu1	32
KDVFang1	TELKoshin4	42
KDVFang1	TNTMunken2	14
KDVFang1	WCANgun1	15
KDVFang1	ZKGKung1	16
KEMBuu1	KFKMashi1	43
KEMBuu1	KHKFang12	49
KEMBuu1	KJSFang2	37
KEMBuu1	KMNAjumbu2	44
KEMBuu1	LFNMundabli1	49
KEMBuu1	MCANgun3	32
KEMBuu1	MEAMumfu3	44
KEMBuu1	MNJBuu4	105
KEMBuu1	MRYKoshin2	44
KEMBuu1	NACAbar2	35
KEMBuu1	NCCMumfu4	46
KEMBuu1	NCMMashi5	40
KEMBuu1	NDNMissong5	38
KEMBuu1	NEAMunken1	42
KEMBuu1	NEMAjumbu9	45
KEMBuu1	NFKBiya7	29
KEMBuu1	NGTMunken3	33
KEMBuu1	NINMundabli4	47
KEMBuu1	NJNBiya6	34
KEMBuu1	NJSKung4	27
KEMBuu1	NMAAbar1	35
KEMBuu1	NMNMundabli3	47
KEMBuu1	NMSMissong4	38
KEMBuu1	NNBBuu3	104
KEMBuu1	NSFBiya5	31
KEMBuu1	NUNMunken4	36
KEMBuu1	NVBAbar7	36
KEMBuu1	NVIAjumbu1	39
KEMBuu1	TELKoshin4	59
KEMBuu1	TNTMunken2	40
KEMBuu1	WCANgun1	37
KEMBuu1	ZKGKung1	22
KFKMashi1	KHKFang12	28
KFKMashi1	KJSFang2	22
KFKMashi1	KMNAjumbu2	29
KFKMashi1	LFNMundabli1	33
KFKMashi1	MCANgun3	24
KFKMashi1	MEAMumfu3	30
KFKMashi1	MNJBuu4	44
KFKMashi1	MRYKoshin2	33
KFKMashi1	NACAbar2	26
KFKMashi1	NCCMumfu4	30
KFKMashi1	NCMMashi5	118
KFKMashi1	NDNMissong5	31
KFKMashi1	NEAMunken1	27
KFKMashi1	NEMAjumbu9	29
KFKMashi1	NFKBiya7	25
KFKMashi1	NGTMunken3	24
KFKMashi1	NINMundabli4	33
KFKMashi1	NJNBiya6	28
KFKMashi1	NJSKung4	25
KFKMashi1	NMAAbar1	23
KFKMashi1	NMNMundabli3	31
KFKMashi1	NMSMissong4	29
KFKMashi1	NNBBuu3	44
KFKMashi1	NSFBiya5	24
KFKMashi1	NUNMunken4	26
KFKMashi1	NVBAbar7	26
KFKMashi1	NVIAjumbu1	23
KFKMashi1	TELKoshin4	42
KFKMashi1	TNTMunken2	24
KFKMashi1	WCANgun1	24
KFKMashi1	ZKGKung1	18
KHKFang12	KJSFang2	82
KHKFang12	KMNAjumbu2	40
KHKFang12	LFNMundabli1	44
KHKFang12	MCANgun3	19
KHKFang12	MEAMumfu3	39
KHKFang12	MNJBuu4	49
KHKFang12	MRYKoshin2	43
KHKFang12	NACAbar2	18
KHKFang12	NCCMumfu4	38
KHKFang12	NCMMashi5	27
KHKFang12	NDNMissong5	21
KHKFang12	NEAMunken1	21
KHKFang12	NEMAjumbu9	45
KHKFang12	NFKBiya7	17
KHKFang12	NGTMunken3	18
KHKFang12	NINMundabli4	44
KHKFang12	NJNBiya6	17
KHKFang12	NJSKung4	22
KHKFang12	NMAAbar1	18
KHKFang12	NMNMundabli3	44
KHKFang12	NMSMissong4	19
KHKFang12	NNBBuu3	53
KHKFang12	NSFBiya5	16
KHKFang12	NUNMunken4	19
KHKFang12	NVBAbar7	19
KHKFang12	NVIAjumbu1	39
KHKFang12	TELKoshin4	49
KHKFang12	TNTMunken2	17
KHKFang12	WCANgun1	17
KHKFang12	ZKGKung1	19
KJSFang2	KMNAjumbu2	33
KJSFang2	LFNMundabli1	33
KJSFang2	MCANgun3	14
KJSFang2	MEAMumfu3	31
KJSFang2	MNJBuu4	37
KJSFang2	MRYKoshin2	34
KJSFang2	NACAbar2	16
KJSFang2	NCCMumfu4	31
KJSFang2	NCMMashi5	22
KJSFang2	NDNMissong5	15
KJSFang2	NEAMunken1	16
KJSFang2	NEMAjumbu9	36
KJSFang2	NFKBiya7	13
KJSFang2	NGTMunken3	12
KJSFang2	NINMundabli4	31
KJSFang2	NJNBiya6	14
KJSFang2	NJSKung4	17
KJSFang2	NMAAbar1	15
KJSFang2	NMNMundabli3	32
KJSFang2	NMSMissong4	13
KJSFang2	NNBBuu3	37
KJSFang2	NSFBiya5	13
KJSFang2	NUNMunken4	15
KJSFang2	NVBAbar7	16
KJSFang2	NVIAjumbu1	34
KJSFang2	TELKoshin4	42
KJSFang2	TNTMunken2	14
KJSFang2	WCANgun1	14
KJSFang2	ZKGKung1	15
KMNAjumbu2	LFNMundabli1	27
KMNAjumbu2	MCANgun3	27
KMNAjumbu2	MEAMumfu3	22
KMNAjumbu2	MNJBuu4	44
KMNAjumbu2	MRYKoshin2	28
KMNAjumbu2	NACAbar2	34
KMNAjumbu2	NCCMumfu4	22
KMNAjumbu2	NCMMashi5	27
KMNAjumbu2	NDNMissong5	26
KMNAjumbu2	NEAMunken1	32
KMNAjumbu2	NEMAjumbu9	105
KMNAjumbu2	NFKBiya7	32
KMNAjumbu2	NGTMunken3	28
KMNAjumbu2	NINMundabli4	28
KMNAjumbu2	NJNBiya6	33
KMNAjumbu2	NJSKung4	32
KMNAjumbu2	NMAAbar1	30
KMNAjumbu2	NMNMundabli3	24
KMNAjumbu2	NMSMissong4	23
KMNAjumbu2	NNBBuu3	45
KMNAjumbu2	NSFBiya5	28
KMNAjumbu2	NUNMunken4	28
KMNAjumbu2	NVBAbar7	34
KMNAjumbu2	NVIAjumbu1	106
KMNAjumbu2	TELKoshin4	34
KMNAjumbu2	TNTMunken2	32
KMNAjumbu2	WCANgun1	29
KMNAjumbu2	ZKGKung1	23
LFNMundabli1	MCANgun3	15
LFNMundabli1	MEAMumfu3	99
LFNMundabli1	MNJBuu4	49
LFNMundabli1	MRYKoshin2	32
LFNMundabli1	NACAbar2	15
LFNMundabli1	NCCMumfu4	93
LFNMundabli1	NCMMashi5	31
LFNMundabli1	NDNMissong5	20
LFNMundabli1	NEAMunken1	16
LFNMundabli1	NEMAjumbu9	34
LFNMundabli1	NFKBiya7	16
LFNMundabli1	NGTMunken3	15
LFNMundabli1	NINMundabli4	112
LFNMundabli1	NJNBiya6	17
LFNMundabli1	NJSKung4	16
LFNMundabli1	NMAAbar1	14
LFNMundabli1	NMNMundabli3	109
LFNMundabli1	NMSMissong4	21
LFNMundabli1	NNBBuu3	49
LFNMundabli1	NSFBiya5	17
LFNMundabli1	NUNMunken4	15
LFNMundabli1	NVBAbar7	15
LFNMundabli1	NVIAjumbu1	28
LFNMundabli1	TELKoshin4	50
LFNMundabli1	TNTMunken2	15
LFNMundabli1	WCANgun1	13
LFNMundabli1	ZKGKung1	13
MCANgun3	MEAMumfu3	15
MCANgun3	MNJBuu4	39
MCANgun3	MRYKoshin2	13
MCANgun3	NACAbar2	85
MCANgun3	NCCMumfu4	15
MCANgun3	NCMMashi5	25
MCANgun3	NDNMissong5	82
MCANgun3	NEAMunken1	86
MCANgun3	NEMAjumbu9	26
MCANgun3	NFKBiya7	97
MCANgun3	NGTMunken3	93
MCANgun3	NINMundabli4	17
MCANgun3	NJNBiya6	97
MCANgun3	NJSKung4	27
MCANgun3	NMAAbar1	80
MCANgun3	NMNMundabli3	15
MCANgun3	NMSMissong4	79
MCANgun3	NNBBuu3	41
MCANgun3	NSFBiya5	99
MCANgun3	NUNMunken4	90
MCANgun3	NVBAbar7	98
MCANgun3	NVIAjumbu1	27
MCANgun3	TELKoshin4	22
MCANgun3	TNTMunken2	85
MCANgun3	WCANgun1	104
MCANgun3	ZKGKung1	22
MEAMumfu3	MNJBuu4	48
MEAMumfu3	MRYKoshin2	27
MEAMumfu3	NACAbar2	13
MEAMumfu3	NCCMumfu4	113
MEAMumfu3	NCMMashi5	29
MEAMumfu3	NDNMissong5	20
MEAMumfu3	NEAMunken1	15
MEAMumfu3	NEMAjumbu9	29
MEAMumfu3	NFKBiya7	13
MEAMumfu3	NGTMunken3	15
MEAMumfu3	NINMundabli4	95
MEAMumfu3	NJNBiya6	15
MEAMumfu3	NJSKung4	14
MEAMumfu3	NMAAbar1	12
MEAMumfu3	NMNMundabli3	97
MEAMumfu3	NMSMissong4	21
MEAMumfu3	NNBBuu3	47
MEAMumfu3	NSFBiya5	18
MEAMumfu3	NUNMunken4	13
MEAMumfu3	NVBAbar7	15
MEAMumfu3	NVIAjumbu1	22
MEAMumfu3	TELKoshin4	46
MEAMumfu3	TNTMunken2	13
MEAMumfu3	WCANgun1	12
MEAMumfu3	ZKGKung1	12
MNJBuu4	MRYKoshin2	43
MNJBuu4	NACAbar2	37
MNJBuu4	NCCMumfu4	53
MNJBuu4	NCMMashi5	41
MNJBuu4	NDNMissong5	45
MNJBuu4	NEAMunken1	45
MNJBuu4	NEMAjumbu9	50
MNJBuu4	NFKBiya7	37
MNJBuu4	NGTMunken3	42
MNJBuu4	NINMundabli4	48
MNJBuu4	NJNBiya6	38
MNJBuu4	NJSKung4	34
MNJBuu4	NMAAbar1	37
MNJBuu4	NMNMundabli3	55
MNJBuu4	NMSMissong4	44
MNJBuu4	NNBBuu3	121
MNJBuu4	NSFBiya5	35
MNJBuu4	NUNMunken4	45
MNJBuu4	NVBAbar7	39
MNJBuu4	NVIAjumbu1	41
MNJBuu4	TELKoshin4	62
MNJBuu4	TNTMunken2	38
MNJBuu4	WCANgun1	36
MNJBuu4	ZKGKung1	27
MRYKoshin2	NACAbar2	18
MRYKoshin2	NCCMumfu4	25
MRYKoshin2	NCMMashi5	35
MRYKoshin2	NDNMissong5	19
MRYKoshin2	NEAMunken1	19
MRYKoshin2	NEMAjumbu9	32
MRYKoshin2	NFKBiya7	15
MRYKoshin2	NGTMunken3	16
MRYKoshin2	NINMundabli4	30
MRYKoshin2	NJNBiya6	14
MRYKoshin2	NJSKung4	22
MRYKoshin2	NMAAbar1	19
MRYKoshin2	NMNMundabli3	28
MRYKoshin2	NMSMissong4	19
MRYKoshin2	NNBBuu3	43
MRYKoshin2	NSFBiya5	13
MRYKoshin2	NUNMunken4	15
MRYKoshin2	NVBAbar7	19
MRYKoshin2	NVIAjumbu1	23
MRYKoshin2	TELKoshin4	73
MRYKoshin2	TNTMunken2	18
MRYKoshin2	WCANgun1	16
MRYKoshin2	ZKGKung1	20
NACAbar2	NCCMumfu4	13
NACAbar2	NCMMashi5	26
NACAbar2	NDNMissong5	80
NACAbar2	NEAMunken1	81
NACAbar2	NEMAjumbu9	26
NACAbar2	NFKBiya7	77
NACAbar2	NGTMunken3	81
NACAbar2	NINMundabli4	17
NACAbar2	NJNBiya6	79
NACAbar2	NJSKung4	23
NACAbar2	NMAAbar1	100
NACAbar2	NMNMundabli3	14
NACAbar2	NMSMissong4	74
NACAbar2	NNBBuu3	40
NACAbar2	NSFBiya5	81
NACAbar2	NUNMunken4	82
NACAbar2	NVBAbar7	107
NACAbar2	NVIAjumbu1	31
NACAbar2	TELKoshin4	26
NACAbar2	TNTMunken2	80
NACAbar2	WCANgun1	86
NACAbar2	ZKGKung1	19
NCCMumfu4	NCMMashi5	29
NCCMumfu4	NDNMissong5	21
NCCMumfu4	NEAMunken1	14
NCCMumfu4	NEMAjumbu9	28
NCCMumfu4	NFKBiya7	14
NCCMumfu4	NGTMunken3	16
NCCMumfu4	NINMundabli4	92
NCCMumfu4	NJNBiya6	17
NCCMumfu4	NJSKung4	15
NCCMumfu4	NMAAbar1	12
NCCMumfu4	NMNMundabli3	96
NCCMumfu4	NMSMissong4	20
NCCMumfu4	NNBBuu3	53
NCCMumfu4	NSFBiya5	16
NCCMumfu4	NUNMunken4	16
NCCMumfu4	NVBAbar7	14
NCCMumfu4	NVIAjumbu1	21
NCCMumfu4	TELKoshin4	42
NCCMumfu4	TNTMunken2	15
NCCMumfu4	WCANgun1	12
NCCMumfu4	ZKGKung1	12
NCMMashi5	NDNMissong5	31
NCMMashi5	NEAMunken1	26
NCMMashi5	NEMAjumbu9	27
NCMMashi5	NFKBiya7	29
NCMMashi5	NGTMunken3	25
NCMMashi5	NINMundabli4	31
NCMMashi5	NJNBiya6	27
NCMMashi5	NJSKung4	27
NCMMashi5	NMAAbar1	23
NCMMashi5	NMNMundabli3	28
NCMMashi5	NMSMissong4	31
NCMMashi5	NNBBuu3	41
NCMMashi5	NSFBiya5	26
NCMMashi5	NUNMunken4	26
NCMMashi5	NVBAbar7	26
NCMMashi5	NVIAjumbu1	22
NCMMashi5	TELKoshin4	42
NCMMashi5	TNTMunken2	24
NCMMashi5	WCANgun1	25
NCMMashi5	ZKGKung1	21
NDNMissong5	NEAMunken1	79
NDNMissong5	NEMAjumbu9	22
NDNMissong5	NFKBiya7	76
NDNMissong5	NGTMunken3	83
NDNMissong5	NINMundabli4	21
NDNMissong5	NJNBiya6	82
NDNMissong5	NJSKung4	27
NDNMissong5	NMAAbar1	70
NDNMissong5	NMNMundabli3	22
NDNMissong5	NMSMissong4	121
NDNMissong5	NNBBuu3	45
NDNMissong5	NSFBiya5	77
NDNMissong5	NUNMunken4	84
NDNMissong5	NVBAbar7	96
NDNMissong5	NVIAjumbu1	23
NDNMissong5	TELKoshin4	27
NDNMissong5	TNTMunken2	79
NDNMissong5	WCANgun1	85
NDNMissong5	ZKGKung1	17
NEAMunken1	NEMAjumbu9	27
NEAMunken1	NFKBiya7	84
NEAMunken1	NGTMunken3	98
NEAMunken1	NINMundabli4	17
NEAMunken1	NJNBiya6	87
NEAMunken1	NJSKung4	26
NEAMunken1	NMAAbar1	75
NEAMunken1	NMNMundabli3	16
NEAMunken1	NMSMissong4	75
NEAMunken1	NNBBuu3	45
NEAMunken1	NSFBiya5	84
NEAMunken1	NUNMunken4	99
NEAMunken1	NVBAbar7	85
NEAMunken1	NVIAjumbu1	31
NEAMunken1	TELKoshin4	26
NEAMunken1	TNTMunken2	106
NEAMunken1	WCANgun1	90
NEAMunken1	ZKGKung1	21
NEMAjumbu9	NFKBiya7	32
NEMAjumbu9	NGTMunken3	24
NEMAjumbu9	NINMundabli4	28
NEMAjumbu9	NJNBiya6	30
NEMAjumbu9	NJSKung4	33
NEMAjumbu9	NMAAbar1	24
NEMAjumbu9	NMNMundabli3	29
NEMAjumbu9	NMSMissong4	21
NEMAjumbu9	NNBBuu3	49
NEMAjumbu9	NSFBiya5	26
NEMAjumbu9	NUNMunken4	26
NEMAjumbu9	NVBAbar7	29
NEMAjumbu9	NVIAjumbu1	97
NEMAjumbu9	TELKoshin4	41
NEMAjumbu9	TNTMunken2	27
NEMAjumbu9	WCANgun1	25
NEMAjumbu9	ZKGKung1	26
NFKBiya7	NGTMunken3	93
NFKBiya7	NINMundabli4	17
NFKBiya7	NJNBiya6	109
NFKBiya7	NJSKung4	26
NFKBiya7	NMAAbar1	72
NFKBiya7	NMNMundabli3	16
NFKBiya7	NMSMissong4	75
NFKBiya7	NNBBuu3	39
NFKBiya7	NSFBiya5	100
NFKBiya7	NUNMunken4	91
NFKBiya7	NVBAbar7	89
NFKBiya7	NVIAjumbu1	30
NFKBiya7	TELKoshin4	21
NFKBiya7	TNTMunken2	86
NFKBiya7	WCANgun1	100
NFKBiya7	ZKGKung1	21
NGTMunken3	NINMundabli4	18
NGTMunken3	NJNBiya6	92
NGTMunken3	NJSKung4	27
NGTMunken3	NMAAbar1	79
NGTMunken3	NMNMundabli3	19
NGTMunken3	NMSMissong4	79
NGTMunken3	NNBBuu3	42
NGTMunken3	NSFBiya5	94
NGTMunken3	NUNMunken4	113
NGTMunken3	NVBAbar7	90
NGTMunken3	NVIAjumbu1	27
NGTMunken3	TELKoshin4	23
NGTMunken3	TNTMunken2	99
NGTMunken3	WCANgun1	97
NGTMunken3	ZKGKung1	22
NINMundabli4	NJNBiya6	16
NINMundabli4	NJSKung4	18
NINMundabli4	NMAAbar1	16
NINMundabli4	NMNMundabli3	112
NINMundabli4	NMSMissong4	20
NINMundabli4	NNBBuu3	48
NINMundabli4	NSFBiya5	19
NINMundabli4	NUNMunken4	16
NINMundabli4	NVBAbar7	17
NINMundabli4	NVIAjumbu1	26
NINMundabli4	TELKoshin4	44
NINMundabli4	TNTMunken2	18
NINMundabli4	WCANgun1	15
NINMundabli4	ZKGKung1	14
NJNBiya6	NJSKung4	27
NJNBiya6	NMAAbar1	76
NJNBiya6	NMNMundabli3	17
NJNBiya6	NMSMissong4	75
NJNBiya6	NNBBuu3	42
NJNBiya6	NSFBiya5	108
NJNBiya6	NUNMunken4	90
NJNBiya6	NVBAbar7	94
NJNBiya6	NVIAjumbu1	28
NJNBiya6	TELKoshin4	21
NJNBiya6	TNTMunken2	93
NJNBiya6	WCANgun1	101
NJNBiya6	ZKGKung1	22
NJSKung4	NMAAbar1	24
NJSKung4	NMNMundabli3	15
NJSKung4	NMSMissong4	27
NJSKung4	NNBBuu3	32
NJSKung4	NSFBiya5	24
NJSKung4	NUNMunken4	24
NJSKung4	NVBAbar7	28
NJSKung4	NVIAjumbu1	33
NJSKung4	TELKoshin4	29
NJSKung4	TNTMunken2	24
NJSKung4	WCANgun1	24
NJSKung4	ZKGKung1	80
NMAAbar1	NMNMundabli3	13
NMAAbar1	NMSMissong4	65
NMAAbar1	NNBBuu3	40
NMAAbar1	NSFBiya5	77
NMAAbar1	NUNMunken4	79
NMAAbar1	NVBAbar7	99
NMAAbar1	NVIAjumbu1	28
NMAAbar1	TELKoshin4	24
NMAAbar1	TNTMunken2	76
NMAAbar1	WCANgun1	80
NMAAbar1	ZKGKung1	19
NMNMundabli3	NMSMissong4	21
NMNMundabli3	NNBBuu3	53
NMNMundabli3	NSFBiya5	15
NMNMundabli3	NUNMunken4	16
NMNMundabli3	NVBAbar7	14
NMNMundabli3	NVIAjumbu1	26
NMNMundabli3	TELKoshin4	46
NMNMundabli3	TNTMunken2	15
NMNMundabli3	WCANgun1	15
NMNMundabli3	ZKGKung1	13
NMSMissong4	NNBBuu3	42
NMSMissong4	NSFBiya5	75
NMSMissong4	NUNMunken4	83
NMSMissong4	NVBAbar7	90
NMSMissong4	NVIAjumbu1	22
NMSMissong4	TELKoshin4	27
NMSMissong4	TNTMunken2	73
NMSMissong4	WCANgun1	81
NMSMissong4	ZKGKung1	17
NNBBuu3	NSFBiya5	37
NNBBuu3	NUNMunken4	43
NNBBuu3	NVBAbar7	43
NNBBuu3	NVIAjumbu1	42
NNBBuu3	TELKoshin4	64
NNBBuu3	TNTMunken2	41
NNBBuu3	WCANgun1	38
NNBBuu3	ZKGKung1	27
NSFBiya5	NUNMunken4	90
NSFBiya5	NVBAbar7	93
NSFBiya5	NVIAjumbu1	27
NSFBiya5	TELKoshin4	22
NSFBiya5	TNTMunken2	85
NSFBiya5	WCANgun1	100
NSFBiya5	ZKGKung1	19
NUNMunken4	NVBAbar7	92
NUNMunken4	NVIAjumbu1	27
NUNMunken4	TELKoshin4	23
NUNMunken4	TNTMunken2	103
NUNMunken4	WCANgun1	94
NUNMunken4	ZKGKung1	19
NVBAbar7	NVIAjumbu1	31
NVBAbar7	TELKoshin4	28
NVBAbar7	TNTMunken2	89
NVBAbar7	WCANgun1	97
NVBAbar7	ZKGKung1	20
NVIAjumbu1	TELKoshin4	30
NVIAjumbu1	TNTMunken2	29
NVIAjumbu1	WCANgun1	27
NVIAjumbu1	ZKGKung1	24
TELKoshin4	TNTMunken2	23
TELKoshin4	WCANgun1	21
TELKoshin4	ZKGKung1	25
TNTMunken2	WCANgun1	94
TNTMunken2	ZKGKung1	21
WCANgun1	ZKGKung1	18
