	animal_317	arm_808	belly_1914	big_2431	bird_2723	bite_3105	breast_4265	breast_4284	child_5068	die_6742	die_6976	dog_7348	drink_7636	ear_7930	ear_8040	egg_8817	elephant_9157	eye_9674	eye_9769	face_10038	fall_10314	fat, oil_10514	feather_10928	fire_11947	five_12733	fly_13243	four_13441	goat_14327	head_15361	head_15217	heart_16283	horn_16467	house_16986	house_16865	hunger_17380	know_18997	leg_19876	louse_20701	moon_21517	moon_21358	name_22298	neck_22950	one_24148	person_24653	rain_25113	road_25605	sand_26562	see_26914	send_27203	shame_27442	sing_27812	sleep_28909	snake_29468	spear_29766	tail_31265	ten_31562	three_31928	tongue_32199	tooth_32424	tree_32867	two_33128	two_33356	walk_34527	water_35122	woman_35913
fat, oil_10514	0.8897507788161992	0.28357377049180327	0.27372807017543865	0.14225806451612902	0.29495297805642634	0.6525882352941176	0.03507299270072992	0.2526223776223776	0.7427220630372493	0.049244604316546765	0.3572093023255814	0.39843971631205677	0.4963050847457627	0.3234767025089606	0.17015625	0.12903225806451613	0.05328413284132841	0.3213278008298755	0.10314285714285713	0.16689655172413795	0.3213278008298755	0.0	0.054128113879003556	0.24066666666666667	0.31100609756097564	0.5011363636363637	0.42470588235294116	0.5206692913385826	0.4605038759689922	0.0447080291970803	0.12613559322033896	0.32675105485232064	0.4144933920704846	0.023636363636363636	0.32561461794019936	0.5775109170305677	0.2162162162162162	0.281587982832618	0.5099141630901287	0.021626297577854673	0.5092284866468842	0.5132413793103449	0.0896896551724138	0.9748923076923077	0.5888859416445623	0.3003125	0.44943999999999995	0.49282051282051276	0.5538461538461539	0.3538267148014441	0.3984765625	0.3193962264150943	0.5028979591836734	0.02703448275862069	0.25142335766423357	0.7150354609929077	0.9886831275720165	0.792870090634441	0.6422222222222221	0.3604980842911878	0.01856140350877193	0.4016988416988417	0.17625899280575538	0.3367003367003367	0.22740157480314963
feather_10928	0.08427745664739884	0.24141630901287556	0.009655172413793102	0.15355329949238578	0.11162361623616236	0.013127272727272727	0.09142857142857143	0.11807860262008735	0.14	0.042908163265306117	0.12211267605633802	0.13481327800829876	0.18525291828793772	0.1216017316017316	0.0702051282051282	0.12004999999999999	0.10505681818181818	0.00871111111111111	0.3461809045226131	0.02704225352112676	0.014660633484162897	0.054128113879003556	0.0	0.009245283018867925	0.10651408450704224	0.0028193832599118945	0.055172413793103454	0.006353383458646616	0.060418410041841	0.07081967213114754	0.1815121951219512	0.018604651162790697	0.00017241379310344826	0.0696774193548387	0.144	0.002601626016260163	0.28368421052631576	0.003767441860465116	0.0014634146341463417	0.22828220858895704	0.13498402555910544	0.15875968992248063	0.21111702127659576	0.1921921921921922	0.34799392097264437	0.20040178571428569	0.04982758620689655	0.18330909090909092	0.027718631178707227	0.06157894736842105	0.06671052631578948	0.09574660633484162	0.01306451612903226	0.128	0.16735576923076922	0.09190812720848056	0.039599999999999996	0.20947040498442365	0.21061538461538462	0.07405286343612334	0.04787234042553192	0.07703056768558952	0.09981132075471699	0.1249402390438247	0.10384615384615385
fire_11947	0.29258278145695366	0.06732824427480916	0.06882022471910113	0.00510548523206751	0.03531034482758621	0.20828828828828827	0.04284153005464481	0.0916017316017316	0.2677708978328173	0.054179894179894175	0.07272727272727274	0.1370886075949367	0.14256704980842913	0.09931034482758622	0.039200000000000006	0.051367924528301884	0.012864321608040201	0.09630208333333334	0.04737704918032787	0.06186868686868687	0.16805555555555557	0.24066666666666667	0.009245283018867925	0.0	0.07321799307958476	0.13812154696132597	0.1509125475285171	0.23902439024390248	0.11210762331838567	0.038776595744680856	0.02213389121338912	0.2545180722891566	0.21176470588235297	0.05886486486486487	0.13048192771084335	0.20446808510638295	0.0735	0.058235294117647066	0.29454545454545455	0.0038388625592417065	0.217687074829932	0.2535	0.028153153153153154	0.26040880503144653	0.23684210526315788	0.09204166666666666	0.29127659574468084	0.114	0.1475438596491228	0.1560986547085202	0.28973544973544973	0.04142241379310344	0.2302051282051282	0.021724137931034483	0.03336170212765958	0.21390625	0.26118942731277534	0.30415841584158415	0.22740157480314963	0.06389380530973451	0.020618556701030924	0.12041666666666666	0.037377777777777774	0.1902118644067797	0.013196347031963469
five_12733	0.7335243553008597	0.26694444444444443	0.11162361623616236	0.18503472222222223	0.5236688311688311	0.16644376899696048	0.1520689655172414	0.20067524115755628	1.1234626865671642	0.19786259541984733	0.12803225806451612	0.2490880503144654	0.3490548780487805	0.24735294117647058	0.0896896551724138	0.13931972789115646	0.28918032786885245	0.08757575757575758	0.26910299003322263	0.24758490566037736	0.14422535211267606	0.31100609756097564	0.10651408450704224	0.07321799307958476	0.0	0.0926027397260274	0.8050174216027873	0.30802047781569963	0.24003322259136214	0.0715547703180212	0.19895973154362415	0.14628571428571427	0.1136013986013986	0.2334251968503937	0.5523630136986302	0.13229999999999997	0.20317460317460317	0.1368014705882353	0.09120129870129871	0.1687593984962406	0.4316298342541437	0.24967551622418876	0.16896551724137931	0.5485714285714285	0.7059317585301836	0.1304191616766467	0.12721153846153846	0.3361383285302594	0.35030303030303034	0.33898305084745756	0.22870748299319726	0.18687707641196014	0.1875	0.33662601626016264	0.14051612903225805	0.6935117056856187	0.48484848484848486	0.5179892761394103	0.29827485380116964	0.2094295302013423	0.22321428571428573	0.15308681672025723	0.1088673139158576	0.288	0.14371929824561402
fly_13243	0.3841946308724832	0.10803846153846154	0.14534883720930233	0.06977064220183488	0.11403636363636364	0.5281218274111675	0.0030188679245283017	0.07609053497942388	0.32210526315789473	0.007788018433179723	0.17889423076923078	0.20346153846153847	0.2777822580645161	0.09560165975103735	0.11626315789473685	0.03211453744493392	0.021724137931034483	0.2112087912087912	0.02385496183206107	0.07920792079207921	0.2112087912087912	0.5011363636363637	0.0028193832599118945	0.13812154696132597	0.0926027397260274	0.0	0.20980842911877395	0.3427363184079602	0.31683168316831684	0.010765550239234449	0.03734439834024896	0.20787709497206702	0.34298780487804875	0.005601851851851851	0.15193675889328062	0.42751445086705203	0.0905327868852459	0.21301775147928992	0.3506179775280899	0.0003982300884955752	0.23598662207357857	0.1969140625	0.027056277056277053	0.40133550488599345	0.1772853185595568	0.15834042553191488	0.2869897959183673	0.16882978723404254	0.3344075829383886	0.22171945701357465	0.1899043062200957	0.13940092165898618	0.3250520833333333	0.0015859030837004407	0.169811320754717	0.3606530612244898	0.40347031963470315	0.35578947368421054	0.2262977099236641	0.24955445544554455	4.5045045045045046e-05	0.18633802816901407	0.07572072072072072	0.11770428015564201	0.1945945945945946
four_13441	0.8757575757575757	0.25471698113207547	0.20491869918699188	0.20927536231884059	0.46127035830618895	0.30183946488294316	0.11634615384615385	0.2187	1.1088449848024318	0.17399224806201552	0.18312714776632302	0.1741486068111455	0.3589028213166144	0.24163879598662205	0.1136231884057971	0.13877622377622378	0.17813492063492065	0.1941573033707865	0.19439344262295083	0.1835205992509363	0.2616342412451362	0.42470588235294116	0.055172413793103454	0.1509125475285171	0.8050174216027873	0.20980842911877395	0.0	0.48003759398496243	0.2541580756013746	0.05432142857142857	0.15013377926421403	0.2657707509881423	0.28224	0.18818181818181817	0.5376223776223776	0.3661089494163424	0.13161993769470404	0.27	0.24210332103321033	0.05633802816901409	0.3643250688705234	0.30343653250773994	0.07950331125827814	0.6923876404494382	0.6808510638297872	0.21164516129032257	0.2434275618374558	0.34508875739644973	0.45122302158273375	0.4777941176470588	0.30778181818181816	0.263202846975089	0.42241379310344823	0.15515151515151515	0.15976510067114094	0.847	0.5629787234042553	0.6069943820224719	0.3351063829787234	0.2839068100358423	0.12938461538461538	0.19579661016949154	0.11642140468227424	0.2555205047318612	0.1995880149812734
goat_14327	0.6798688524590165	0.12121212121212122	0.2761139896373057	0.07166666666666666	0.3144483985765124	0.5551739130434783	0.03322033898305085	0.11901098901098901	0.7407911392405063	0.08004329004329006	0.13704724409448818	0.23970037453183524	0.3303225806451613	0.14184501845018452	0.10349137931034483	0.09216	0.06278260869565216	0.2897142857142857	0.07080419580419581	0.20497716894977167	0.3458823529411765	0.5206692913385826	0.006353383458646616	0.23902439024390248	0.30802047781569963	0.3427363184079602	0.48003759398496243	0.0	0.31669456066945606	0.02360655737704918	0.023391003460207616	0.32320197044334975	0.46751322751322744	0.07308695652173913	0.2857564575645756	0.5176119402985075	0.08027874564459932	0.35204188481675397	0.4612254901960784	0.0112890625	0.4506148867313916	0.2665140845070422	0.03103321033210332	0.6301249999999999	0.4505307262569832	0.16443223443223443	0.3319736842105263	0.28639072847682123	0.5049350649350649	0.3953361344537815	0.31277056277056275	0.17424	0.4884507042253521	0.026932270916334666	0.12544401544401546	0.6177431906614786	0.5583402489626557	0.6282051282051282	0.3451056338028169	0.254560669456067	0.030375	0.1896812749003984	0.05992509363295881	0.24540145985401463	0.12408510638297873
head_15361	0.6054516129032258	0.2394525547445256	0.18330049261083745	0.055325670498084296	0.17763333333333337	0.48927350427350424	0.004820717131474104	0.28918032786885245	0.4655718475073314	0.01	0.3764090909090909	0.44879668049792537	0.6687346938775511	0.054982817869415807	0.4054450261780104	0.05285714285714285	0.0872072072072072	0.20497716894977167	0.10177536231884057	0.10683760683760683	0.25018779342723	0.4605038759689922	0.060418410041841	0.11210762331838567	0.24003322259136214	0.31683168316831684	0.2541580756013746	0.31669456066945606	0.0	0.0	0.15875999999999998	0.29823529411764704	0.2170892018779343	0.035041666666666665	0.3444656488549618	0.3635680751173709	0.2316015625	0.17719047619047623	0.40888888888888886	0.03475206611570248	0.4178778135048231	0.27558718861209963	0.14016666666666666	0.5121212121212121	0.39669421487603307	0.3181124497991968	0.2995217391304348	0.37425605536332185	0.3824066390041494	0.19862068965517243	0.22112033195020747	0.36160714285714285	0.3441777777777778	0.009884169884169885	0.433594470046083	0.48674157303370785	0.41122529644268774	0.5580126182965299	0.39046931407942237	0.3998190045248869	0.0031640625	0.36480176211453746	0.1525	0.24720588235294116	0.24111627906976743
head_15217	0.11755351681957187	0.125	0.0032323232323232328	0.07113300492610837	0.055108695652173904	0.0284765625	0.07248520710059171	0.06584415584415584	0.11872463768115943	0.06422222222222222	0.04035874439461883	0.03501945525291829	0.02731707317073171	0.14451612903225805	0.010922330097087379	0.09482051282051282	0.02358288770053476	0.02580487804878049	0.1343778801843318	0.05278350515463917	0.028235294117647056	0.0447080291970803	0.07081967213114754	0.038776595744680856	0.0715547703180212	0.010765550239234449	0.05432142857142857	0.02360655737704918	0.0	0.0	0.12195121951219512	0.010765550239234449	0.008047619047619048	0.07405714285714286	0.06177606177606178	0.008558951965065502	0.07183760683760683	0.007164179104477611	0.011377777777777778	0.04237837837837838	0.13990066225165562	0.12298039215686274	0.04923076923076923	0.17717791411042946	0.22393491124260353	0.06311203319502075	0.020772532188841203	0.09554770318021202	0.018832684824902725	0.05422594142259414	0.05542986425339366	0.029391304347826087	0.029519650655021837	0.11190751445086704	0.045714285714285714	0.03291095890410958	0.046755725190839696	0.14271604938271604	0.10840148698884759	0.022606837606837606	0.05851428571428571	0.05115044247787611	0.09536945812807883	0.0625	0.033300492610837444
heart_16283	0.3633333333333333	0.3445816733067729	0.04328828828828828	0.11953191489361702	0.15216949152542372	0.06125	0.09830097087378639	0.12496153846153846	0.27453781512605047	0.07640909090909091	0.15569037656903764	0.16253731343283584	0.19013888888888886	0.215748987854251	0.1306511627906977	0.084375	0.15125000000000002	0.060928270042194095	0.19120481927710845	0.045375000000000006	0.042139917695473254	0.12613559322033896	0.1815121951219512	0.02213389121338912	0.19895973154362415	0.03734439834024896	0.15013377926421403	0.023391003460207616	0.15875999999999998	0.12195121951219512	0.0	0.05190677966101695	0.0038461538461538464	0.08166666666666667	0.18919708029197083	0.03222222222222222	0.2277327935222672	0.04491228070175438	0.013420074349442382	0.09418604651162792	0.2314678899082569	0.19281690140845067	0.20404545454545456	0.23131284916201114	0.3933333333333333	0.15574144486692015	0.06440613026819923	0.27034129692832765	0.11162361623616236	0.10014814814814814	0.09881422924901186	0.14266393442622952	0.054696969696969695	0.13885714285714285	0.2704	0.16859531772575254	0.0926027397260274	0.28164222873900296	0.2674558303886926	0.22344827586206897	0.07476635514018691	0.1016015625	0.264954128440367	0.1626449275362319	0.2147846889952153
horn_16467	0.4190816326530612	0.10360153256704979	0.26910828025477707	0.02693965517241379	0.06745644599303136	0.2590134529147982	0.022160804020100504	0.11555555555555555	0.4178778135048231	0.03881188118811882	0.14135514018691586	0.15950207468879665	0.3360995850622407	0.0398443579766537	0.15934426229508195	0.04309417040358745	0.049792746113989636	0.16005291005291003	0.06477732793522267	0.09777777777777777	0.25361581920903953	0.32675105485232064	0.018604651162790697	0.2545180722891566	0.14628571428571427	0.20787709497206702	0.2657707509881423	0.32320197044334975	0.29823529411764704	0.010765550239234449	0.05190677966101695	0.0	0.2609883720930233	0.03645	0.22721991701244815	0.34672222222222226	0.07838056680161942	0.1967251461988304	0.29923497267759563	0.0016143497757847537	0.21725165562913903	0.2591093117408907	0.020683760683760682	0.32924050632911395	0.25463976945244954	0.12049586776859504	0.2779695431472081	0.09426174496644295	0.22504464285714285	0.31242857142857144	0.40913513513513516	0.14518518518518517	0.38844086021505375	0.02519047619047619	0.1282648401826484	0.408375	0.37301801801801804	0.4328474576271186	0.2767058823529412	0.12235294117647058	0.010817307692307692	0.1932075471698113	0.07174887892376682	0.15939759036144577	0.07804878048780488
house_16986	0.3770469798657718	0.10845559845559846	0.21487654320987656	0.05542986425339366	0.11901098901098901	0.44458128078817727	0.0016901408450704224	0.084375	0.41057877813504823	0.019138755980861243	0.11467889908256881	0.12246963562753037	0.22740157480314963	0.07934426229508197	0.05722772277227724	0.04328828828828828	0.024079601990049753	0.2288268156424581	0.016641509433962264	0.1138659793814433	0.2288268156424581	0.4144933920704846	0.00017241379310344826	0.21176470588235297	0.1136013986013986	0.34298780487804875	0.28224	0.46751322751322744	0.2170892018779343	0.008047619047619048	0.0038461538461538464	0.2609883720930233	0.0	0.0	0.13650980392156864	0.48214285714285715	0.06059760956175299	0.22281437125748504	0.576	0.0	0.2241333333333333	0.23811244979919677	0.015296610169491525	0.3455591054313099	0.2089265536723164	0.12099585062240664	0.3368421052631579	0.16943060498220638	0.37592233009708736	0.2699065420560748	0.2779695431472081	0.12347031963470317	0.37935483870967746	4.329004329004329e-05	0.08528634361233481	0.4622222222222222	0.44878504672897196	0.41625	0.20109433962264153	0.17635071090047394	0.0016666666666666666	0.15502304147465437	0.04755458515283843	0.14342629482071714	0.09199004975124378
house_16865	0.2229449838187702	0.09142857142857143	0.0050251256281407045	0.05861244019138757	0.10600000000000001	0.03038759689922481	0.13142857142857142	0.08881578947368421	0.2579750778816199	0.12994117647058823	0.027056277056277053	0.04515625	0.05451612903225806	0.04481481481481481	0.034141414141414146	0.048995215311004786	0.0935672514619883	0.01895734597156398	0.16190697674418605	0.045226130653266326	0.04163366336633663	0.023636363636363636	0.0696774193548387	0.05886486486486487	0.2334251968503937	0.005601851851851851	0.18818181818181817	0.07308695652173913	0.035041666666666665	0.07405714285714286	0.08166666666666667	0.03645	0.0	0.0	0.20433476394849784	0.009740259740259738	0.04737704918032787	0.016363636363636365	0.011228070175438596	0.07648044692737431	0.09227848101265822	0.07170370370370371	0.04225352112676057	0.132810650887574	0.22776470588235295	0.06584362139917696	0.024615384615384615	0.059594594594594597	0.05918032786885246	0.09120689655172415	0.05811659192825112	0.022415254237288136	0.04530973451327434	0.26256410256410256	0.039301310043668124	0.10720588235294118	0.04345864661654135	0.09612426035502958	0.11162361623616236	0.016666666666666666	0.17113924050632912	0.04432900432900433	0.03269058295964125	0.055325670498084296	0.006545454545454545
hunger_17380	0.6171428571428571	0.2788215488215488	0.10573170731707317	0.09256227758007117	0.36627906976744184	0.25	0.08497991967871485	0.2617753623188406	1.0125	0.0856201550387597	0.24946768060836505	0.274083044982699	0.45446735395189003	0.10181818181818182	0.18950819672131147	0.14921052631578946	0.40888888888888886	0.09293680297397769	0.2752363636363636	0.23243801652892565	0.275672268907563	0.32561461794019936	0.144	0.13048192771084335	0.5523630136986302	0.15193675889328062	0.5376223776223776	0.2857564575645756	0.3444656488549618	0.06177606177606178	0.18919708029197083	0.22721991701244815	0.13650980392156864	0.20433476394849784	0.0	0.20417624521072797	0.2237762237762238	0.0984251968503937	0.2188715953307393	0.0781853281853282	0.4781927710843374	0.25306709265175714	0.15340823970037454	0.5842571428571428	0.676	0.5389370078740158	0.18330909090909092	0.35112499999999996	0.38820895522388055	0.412824427480916	0.3492490118577075	0.23970037453183524	0.35063492063492063	0.19266666666666665	0.21313653136531363	0.7025818181818182	0.42584229390681005	0.6014411764705883	0.5619860627177701	0.21235294117647058	0.09642570281124499	0.2499628252788104	0.19488721804511278	0.2457142857142857	0.20903225806451617
know_18997	0.5026245847176081	0.13730627306273063	0.338855421686747	0.06417721518987342	0.1806810035842294	0.53	0.00747787610619469	0.13619433198380565	0.508801261829653	0.007161016949152542	0.2323041474654378	0.2008366533864542	0.328062015503876	0.13456	0.1159903381642512	0.05147058823529412	0.026301369863013697	0.3497267759562841	0.03036101083032491	0.10322429906542055	0.37149171270718234	0.5775109170305677	0.002601626016260163	0.20446808510638295	0.13229999999999997	0.42751445086705203	0.3661089494163424	0.5176119402985075	0.3635680751173709	0.008558951965065502	0.03222222222222222	0.34672222222222226	0.48214285714285715	0.009740259740259738	0.20417624521072797	0.0	0.08793893129770992	0.3467251461988304	0.4986187845303867	0.0003673469387755102	0.2799029126213592	0.24060150375939848	0.012607003891050583	0.5402922077922078	0.2777777777777778	0.169	0.3524390243902439	0.21446735395189	0.42275229357798166	0.38825688073394493	0.27705607476635513	0.22913636363636364	0.4750515463917526	0.0014634146341463417	0.1334468085106383	0.544238683127572	0.5575113122171945	0.569023569023569	0.27191176470588235	0.2134977578475336	0.0010548523206751054	0.23246636771300447	0.0735	0.1700378787878788	0.15695652173913044
leg_19876	0.268268156424581	0.4064750957854406	0.05147058823529412	0.162	0.23677852348993286	0.1806810035842294	0.02987704918032787	0.36362139917695474	0.3375616438356165	0.04391129032258064	0.215748987854251	0.45306451612903226	0.398014440433213	0.21878787878787878	0.12982832618025753	0.16400826446280994	0.060928270042194095	0.10204081632653061	0.20742424242424243	0.102880658436214	0.09327935222672064	0.2162162162162162	0.28368421052631576	0.0735	0.20317460317460317	0.0905327868852459	0.13161993769470404	0.08027874564459932	0.2316015625	0.07183760683760683	0.2277327935222672	0.07838056680161942	0.06059760956175299	0.04737704918032787	0.2237762237762238	0.08793893129770992	0.0	0.03350597609561753	0.12444444444444443	0.14	0.35779141104294476	0.32680851063829786	0.22773504273504272	0.46285714285714286	0.5379661016949153	0.4146747967479675	0.2140160642570281	0.4418339100346021	0.15557142857142858	0.1372857142857143	0.1753515625	0.24101626016260164	0.09191176470588236	0.05869918699186992	0.329531914893617	0.21233009708737863	0.194636678200692	0.5042727272727273	0.44161290322580643	0.19291338582677167	0.00992248062015504	0.26670731707317075	0.18796747967479674	0.2742391304347826	0.12551867219917012
louse_20701	0.3401360544217687	0.11281124497991968	0.2579865771812081	0.09108374384236452	0.10962406015037594	0.2724528301886792	0.008622448979591836	0.06808510638297872	0.276125	0.016119402985074627	0.09507042253521127	0.08198380566801619	0.215748987854251	0.08690987124463519	0.09586956521739129	0.03115207373271889	0.03919354838709677	0.22479532163742688	0.015625	0.0625	0.11876344086021506	0.281587982832618	0.003767441860465116	0.058235294117647066	0.1368014705882353	0.21301775147928992	0.27	0.35204188481675397	0.17719047619047623	0.007164179104477611	0.04491228070175438	0.1967251461988304	0.22281437125748504	0.016363636363636365	0.0984251968503937	0.3467251461988304	0.03350597609561753	0.0	0.20891304347826087	4.608294930875576e-05	0.1674750830564784	0.15687747035573124	0.01597345132743363	0.2823003194888179	0.20393063583815027	0.061829268292682926	0.12444976076555024	0.12387900355871885	0.2525592417061612	0.2181132075471698	0.12385714285714286	0.15926470588235295	0.23259067357512955	0.0047169811320754715	0.06851351351351352	0.3403361344537815	0.24017543859649124	0.3691467576791809	0.16064638783269963	0.18512437810945276	0.0039901477832512315	0.13819905213270142	0.035	0.08696850393700788	0.10189473684210526
moon_21517	0.5059866220735786	0.11	0.1785164835164835	0.03954732510288066	0.13926315789473684	0.6290147783251231	0.0027947598253275107	0.16537500000000002	0.4384210526315789	0.030588235294117645	0.19117647058823528	0.25896265560165976	0.3478740157480315	0.07030418250950571	0.11712195121951219	0.032263374485596706	0.024266055045871558	0.24796875	0.03764705882352941	0.09462616822429906	0.2313917525773196	0.5099141630901287	0.0014634146341463417	0.29454545454545455	0.09120129870129871	0.3506179775280899	0.24210332103321033	0.4612254901960784	0.40888888888888886	0.011377777777777778	0.013420074349442382	0.29923497267759563	0.576	0.011228070175438596	0.2188715953307393	0.4986187845303867	0.12444444444444443	0.20891304347826087	0.0	0.0	0.3411705685618729	0.27895752895752896	0.037037037037037035	0.5040322580645161	0.273008356545961	0.19512295081967213	0.4554639175257732	0.2286062717770035	0.37470588235294117	0.2807017543859649	0.3062200956937799	0.20220720720720725	0.37656716417910446	0.001020408163265306	0.14004310344827586	0.40960629921259845	0.43478260869565216	0.5309698996655519	0.3372519083969465	0.18777777777777774	0.0015384615384615385	0.3004694835680751	0.09931034482758622	0.2147450980392157	0.08442922374429224
moon_21358	0.034122562674094706	0.12747967479674796	0.0007729468599033816	0.09584158415841584	0.22260162601626018	0.013420074349442382	0.11733333333333333	0.04796680497925311	0.11702857142857143	0.05475935828877005	0.061945701357466056	0.10330578512396695	0.08859778597785978	0.11458149779735682	0.01743961352657005	0.10227272727272727	0.0825142857142857	0.0010964912280701754	0.2710891089108911	0.051457286432160805	0.003616071428571429	0.021626297577854673	0.22828220858895704	0.0038388625592417065	0.1687593984962406	0.0003982300884955752	0.05633802816901409	0.0112890625	0.03475206611570248	0.04237837837837838	0.09418604651162792	0.0016143497757847537	0.0	0.07648044692737431	0.0781853281853282	0.0003673469387755102	0.14	4.608294930875576e-05	0.0	0.0	0.18939393939393942	0.051942446043165474	0.11156565656565658	0.15474626865671642	0.2825525525525525	0.08853556485355649	0.02440677966101695	0.12857142857142856	0.018473282442748092	0.02450980392156863	0.009146341463414634	0.06111607142857142	0.003227091633466136	0.12622857142857144	0.06111607142857142	0.036915254237288135	0.015693950177935942	0.08501457725947523	0.03931972789115646	0.03879310344827586	0.14730061349693252	0.03563559322033898	0.07547169811320754	0.09106719367588932	0.04411764705882353
name_22298	0.8444474393530997	0.4720543806646526	0.1769283276450512	0.1484848484848485	0.5003206997084548	0.4742633228840126	0.09436893203883497	0.3478637770897833	0.9301052631578948	0.13717532467532467	0.2645	0.6866225165562914	0.597027027027027	0.29432432432432437	0.2073421926910299	0.3861168384879725	0.10083601286173634	0.2328712871287129	0.33177914110429446	0.2607407407407407	0.2328712871287129	0.5092284866468842	0.13498402555910544	0.217687074829932	0.4316298342541437	0.23598662207357857	0.3643250688705234	0.4506148867313916	0.4178778135048231	0.13990066225165562	0.2314678899082569	0.21725165562913903	0.2241333333333333	0.09227848101265822	0.4781927710843374	0.2799029126213592	0.35779141104294476	0.1674750830564784	0.3411705685618729	0.18939393939393942	0.0	0.4790643274853801	0.2490032154340836	0.9475603217158176	1.1506382978723404	0.3916871165644171	0.3334615384615385	0.6435072463768116	0.35345454545454547	0.38145510835913315	0.3967213114754099	0.26204334365325077	0.36480519480519485	0.15012987012987014	0.28890282131661443	0.5830205278592375	0.3878299120234604	0.9225068119891007	0.5440289855072464	0.27440993788819873	0.12200000000000001	0.35111464968152867	0.28320512820512816	0.5296604938271605	0.1851282051282051
neck_22950	0.6686510263929618	0.373728813559322	0.15562753036437246	0.18465201465201467	0.13641833810888251	0.3496503496503497	0.056753731343283584	0.22469178082191782	0.5728882833787466	0.07808118081180812	0.2001779359430605	0.30593220338983046	0.43646864686468645	0.3454676258992806	0.13636363636363635	0.11003508771929825	0.047127272727272726	0.24047430830039523	0.2367353951890034	0.07130281690140845	0.1428996282527881	0.5132413793103449	0.15875968992248063	0.2535	0.24967551622418876	0.1969140625	0.30343653250773994	0.2665140845070422	0.27558718861209963	0.12298039215686274	0.19281690140845067	0.2591093117408907	0.23811244979919677	0.07170370370370371	0.25306709265175714	0.24060150375939848	0.32680851063829786	0.15687747035573124	0.27895752895752896	0.051942446043165474	0.4790643274853801	0.0	0.16814545454545457	0.7768713450292398	0.7279178082191781	0.24902356902356904	0.5211836734693878	0.5799672131147541	0.2992733564013841	0.2885365853658537	0.3953875968992248	0.18062717770034845	0.2575182481751825	0.09669144981412639	0.19806338028169013	0.44300970873786405	0.4544055944055944	0.8502743902439025	0.5497986577181208	0.2418705035971223	0.025759717314487632	0.36241509433962266	0.22367647058823528	0.33444816053511706	0.09256227758007117
