id,concept_id,concept,speaker_name,citation,noun_class,concept_speaker_name
219,883,cold (air),NVI,gbásə́ / ə̀gbásə́~kə̀gbāsə̄,3 / 7a,cold (air)_NVI
220,883,cold (air),KMN,gbásə́ / kə̀gbásə́,3 / 7a,cold (air)_KMN
221,884,cold (solid),KMN,kə̀ɲìːlə́/bə̀ɲìːlə́~bə̀ʒìlə̀  ,7 / 8.,cold (solid)_KMN
222,884,cold (solid),NVI,vwálə̀ / ə́bə́vwálə̀~ə́bə́vwáːlə̀,8a / 8,cold (solid)_NVI
223,885,hot; heat (air),KMN,ʃóːkə̀~ʃô,5 / ø,hot; heat (air)_KMN
224,885,hot; heat (air),NVI,àʃô~ʃóːkə̀~ʃô / àʃóːkə̀~àʃô,7 / 7a,hot; heat (air)_NVI
225,886,hot; heat (solid),KMN,ʃóːkə̀~kə̀ʃònə̀,7 / ø,hot; heat (solid)_KMN
226,886,hot; heat (solid),NVI,àfwə́~fwə́~fwó / afwó~àfúkə̀,5 / 6.,hot; heat (solid)_NVI
227,134,pain (n),NVI,ɲáː~ɲáfə́ / ɲáːfə̀kə̀~ə́bə̀ɲáfə́,5 / 6.,pain (n)_NVI
228,134,pain (n),KMN,ɲáːfə́ / kə̄ɲáːfə́,5 / 7a,pain (n)_KMN
229,135,vomit,KMN,kə̀ɲâɲ / bə̀ɲàɲ,7 / 8.,vomit_KMN
230,135,vomit,NVI,ɲâɲ / bə́ɲâɲ~ə̀bə̀ɲàɲ,5 / 6.,vomit_NVI
231,136,headache,KMN,kúːwáɲ ,5 / ø,headache_KMN
232,136,headache,NVI,kʊ́ːwāɲ / ə̀bə́kʊ́ːwāɲ,5 / 6.,headache_NVI
233,137,diarrhoea,NVI,ɲáːfə́kə̀ŋwə̀lə̀ / bə̀ɲáːfə́kə̀ŋwə̀lə̀,7 / 7a,diarrhoea_NVI
234,137,diarrhoea,KMN,ø / ø,øø,diarrhoea_KMN
235,138,dysentry,NVI,ɲáːfə́mfwɪ̌n / bə̀ɲáːfə́mfwɪ̌n,12 / 6a,dysentry_NVI
236,138,dysentry,KMN,ø / ø,øø,dysentry_KMN
237,139,scabies,NVI,mkpàːsə̀ / ə̂mkpàːsə̀,12 / 6a,scabies_NVI
238,139,scabies,KMN,fə̀mkpàːsə̀ / m̀kpàːsə̀,19 / 6a,scabies_KMN
239,166,skin rashes (baby),KMN,kə́ʃâsə̀ / bə́ʃâsə̀,7 / 8.,skin rashes (baby)_KMN
240,166,skin rashes (baby),NVI,mkpàsə̀mbyə̂ŋ /  ə̀mkpàsə̀mbyə̂ŋ,3 / 8.,skin rashes (baby)_NVI
241,165,death,NVI,kpə̄ / ə̀kə́kpə́lə́~kpə́lə́,5 / 7a,death_NVI
242,165,death,KMN,kpè / kə́kpə́ːlə́,5 / 7a,death_KMN
243,903,knowledge,KMN,kə̀kɥàːfə́ / bə̀kɥàːfə́,7 / 8.,knowledge_KMN
244,903,knowledge,NVI,bə̀kɥàfə́ / ə́bə̀kɥáfə́,8a / 8,knowledge_NVI
245,934,laugh (n),NVI,kyə́ / bə̀kyə́~ə́bə́kxə́,5 / 6.,laugh (n)_NVI
246,934,laugh (n),KMN,kyê / kə̀kyə́lə́ ,5 / 7a,laugh (n)_KMN
247,935,cry (n),NVI,gyə̂ / bə́gyə̂,5 / 6.,cry (n)_NVI
248,935,cry (n),KMN,gyê / kə̀gyə̂,5 / 7a,cry (n)_KMN
249,1563,fear (n),NVI,fâɲ / bə́fâɲ~ə̀bə̀fàɲ,5 / 6.,fear (n)_NVI
250,1563,fear (n),KMN,fàɲ / kə́fâɲ,5 / 7a,fear (n)_KMN
251,174,vomit matter,NVI,kə̀mbâɲ~bwɪ᷇n / ə̀bə̀bwɪ᷇n,8a / 8,vomit matter_NVI
252,174,vomit matter,KMN,ø / ø,øø,vomit matter_KMN
253,1533,abstain,NVI,dʒwɪ̂nbáɲ /  ə́kə̀dʒwɪ᷇ːnbáɲ~ ,3 / 7a,abstain_NVI
254,1533,abstain,KMN,ø / ø,øø,abstain_KMN
255,912,wickedness,KMN,tsə́bèːlə́ / tsə́kə́bɪ̀ːlə́,5 / 7a,wickedness_KMN
256,912,wickedness,NVI,tsə́bèːlə̀ / ə̀kə̀tsə́bèːlə́~kə̀tsə́ːbèːlə́,5 / 7a,wickedness_NVI
257,29,wicked man,KMN,ŋʊ̀tsə́bèːlə́ / ànìátsə́bɪ̀ːlə́,1 / 2.,wicked man_KMN
258,29,wicked man,NVI,tsə́bèːlə̄ŋʊ̀dzʊ̀ŋ /  ə̀kə̀tsə́bèːlə̄ŋʊ̀dzʊ̀ŋ,3 / 7a,wicked man_NVI
259,913,stinginess; selfishness,NVI,ɲə́mkə̄ ~ɲə́mə́/ ə́bə̀ɲə́mə́,5 / 8.,stinginess; selfishness_NVI
260,913,stinginess; selfishness,KMN,kə̀ɲə́mə́~ɲə́mə́ / bə̀ɲə́ːmə́~kə́ɲə́mə́  5 / 7a,,stinginess; selfishness_KMN
261,30,stingy man,KMN,ŋʊ̀ɲə́mə́ / ànìáɲə́mə́,1 / 2.,stingy man_KMN
262,30,stingy man,NVI,ɲə́mə́ŋʊ̀dzʊ̀ŋ / ə̀bə̀ɲə́mə́ŋʊ̀dzʊ̀ŋ,5 / 8.,stingy man_NVI
263,914,jealousy,KMN,kə̀ɣə̀ʔ / bə̀ɣə̀ʔ,7 / 8.,jealousy_KMN
264,914,jealousy,NVI,bàɲ~bàɲnə̀ / ə̀bə̀bàɲnə̀,5 / 8.,jealousy_NVI
265,31,jealous man,KMN,ø / ø,øø,jealous man_KMN
266,31,jealous man,NVI,bàɲ~bàɲnə̀ / ə̀kə̀bàɲnə̀,5 / 7a,jealous man_NVI
267,915,laziness,KMN,kə̀bùːlə́~búː / bə̀bùːlə́~kə̀búːlə́,5 / 7a,laziness_KMN
268,915,laziness,NVI,búːkə̄~bùːlə́ / ə̀bə̀bùːlə́,8a / 8,laziness_NVI
269,916,thing,NVI,kə̀mbâɲ / ə̀bə̀mbâɲ~bə̀bwɪ́n,7 / 8.,thing_NVI
270,916,thing,KMN,kə́fwɪ᷇ɲ / bə́fwɪ᷇ɲ,7 / 8.,thing_KMN
271,5,man,KMN,ŋʊ̀dzʊ̀ŋ~ŋʊ̀ / âdû~ànì,1 / 2.,man_KMN
272,5,man,NVI,ŋʊ̀dzʊ̀ŋ / âdû~ànə́m,1 / 2.,man_NVI
273,7,person,NVI,ŋʊ̀ / ánɪ̀,1 / 2.,person_NVI
274,7,person,KMN,ŋʊ̀ / ánɪ̂,1 / 2.,person_KMN
275,8,male,NVI,tsɪ̀ / ə̀kə́tsɪ̂~átsɪ̂,1 / 2.,male_NVI
276,8,male,KMN,ŋʊ̀dzʊ̀ŋ / âdû,1 / 2.,male_KMN
277,6,woman,KMN,ŋʊ̀tsɔ̀ŋ / átsɔ̂ŋ,1 / 2.,woman_KMN
278,6,woman,NVI,ŋʊ̀tsɔ̀ŋ / átsɔ̂ŋ,1 / 2.,woman_NVI
279,9,wife,NVI,kpɔ̂ŋ / ə̀kə́kpɔ̂ŋ~àtsɔ̀ŋ,1 / 2.,wife_NVI
280,9,wife,KMN,kpà~ɲívwò / átsɔ̂ŋ,1 / 2.,wife_KMN
281,11,white man,KMN,ŋʊ̀byə̌ŋ / ádúábyə̂ŋ~áníábyə̂ŋ,1 / 2.,white man_KMN
282,11,white man,NVI,ŋʊ̀byə̌ŋ / ànɪ́ábyə̂ŋ,1 / 2.,white man_NVI
283,12,black man,NVI,ø / ø,øø,black man_NVI
284,12,black man,KMN,ŋʊ̀ʒìlə́ / ànɪ́āʒìlə́,1 / 2.,black man_KMN
285,13,twin,KMN,máŋkə́ / ámáŋkə́,1 / 2.,twin_KMN
286,13,twin,NVI,àmáŋkə́ / ə́bə̀máŋkə́~bə̀máŋkə́,8a / 8,twin_NVI
287,14,uncle,NVI,ŋʊ̀ɲyə́ / àŋʊ̀ɲyə́,1 / 2.,uncle_NVI
288,14,uncle,KMN,ŋwòná / àŋwòná (your uncle) ,1 / 2.,uncle_KMN
289,917,name,KMN,fə́dzɪ́ɲ / m̀dzɪ́ɲ,19 / 6a,name_KMN
290,917,name,NVI,ə̀mdzɪ᷇ːn / ə̀mə̀ndzɪ́n ~,12 / 6a,name_NVI
291,15,husband,NVI,ŋwǎm/ àŋwǎm ~,1 / 2.,husband_NVI
292,15,husband,KMN,ŋwǎm/ ànə́m~àŋwǎm,1 / 2.,husband_KMN
293,16,friend,KMN,ǹsáːnə́ / ànsánə́,1 / 2.,friend_KMN
294,16,friend,NVI,ǹsánə́ / ànsànə́~àsè ,1 / 2.,friend_NVI
295,19,family,NVI,nʊ̀vwò / ánʊ́ːvwò,5 / 6.,family_NVI
296,19,family,KMN,nʊ̂ːvwò / ø,ø,family_KMN
297,20,crowd; group,NVI,kə̀nɔ̂ɲ / ə̀kə̀nɔ̂ɲ,7 / 7a,crowd; group_NVI
298,20,crowd; group,KMN,kə̀nôɲ~ŋʊ̀ / bə̀nôɲ~ánɪ̂,7 / 8.,crowd; group_KMN
299,522,sieve,KMN,ʃə̀ʔ~kə̀ʃə̀ʔ / ø~bə̀ʃə̀ʔ,7 / 8.,sieve_KMN
300,522,sieve,NVI,kə̀ʃə̀ʔ / ə́bə̀ʃə̀ʔ,7 / 8.,sieve_NVI
301,27,thief,KMN,ŋʊ̀bə́ʒǐ / ànìábə̀ʒǐ,1 / 2.,thief_KMN
302,27,thief,NVI,bə̀ʒí / ànìábə̀ʒí~ə́ŋʊ̀bə̀ʒí,1 / 2.,thief_NVI
303,24,elder (birth),NVI,ʊ̀kxyàlə́ / ànìàkxyàlə́,1 / 2.,elder (birth)_NVI
304,24,elder (birth),KMN,ŋʊ̀kyàːlə́ / ànìàkyàlə́,1 / 2.,elder (birth)_KMN
305,25,aged person,NVI,ø / ø,øø ,aged person_NVI
306,25,aged person,KMN,ŋʊ̀tʃɪ̀lə́ / ànìàtʃìlə́,1 / 2.,aged person_KMN
307,1561,elder (palace),NVI,tʃìndá / àtʃìndá,1 / 2.,elder (palace)_NVI
308,1561,elder (palace),KMN,ŋʊ̀ŋkú / áníáŋkú,1 / 2.,elder (palace)_KMN
309,28,slave,KMN,ŋʊ̀ːmfà~mfàː / áníámfàː~àmfàː ,1 / 2.,slave_KMN
310,28,slave,NVI,fwàkə̀ŋʊ́nə̀sə̄ / àfwâʔàŋʊ́nə́sə̄,1 / 2.,slave_NVI
311,1482,hunt (v),KMN,ø / ø,øø,hunt (v)_KMN
312,1482,hunt (v),NVI,dʒwámə̄ / ə̀kə̀dʒwámə̄~ánìádʒwámə̄,1 / 2.,hunt (v)_NVI
313,937,beg (n),NVI,nɪ́n / ànɪ́n,1 / 2.,beg (n)_NVI
314,937,beg (n),KMN,nɪ́ŋ / kə́nɪ́ŋ,5 / 7a,beg (n)_KMN
315,127,horn (head),KMN,kpâsə̀ / ákpâsə̀~kə́kpâsə̀,5 / 7a,horn (head)_KMN
316,127,horn (head),NVI,ø / ø,øø ,horn (head)_NVI
317,918,gossip (n),KMN,ǹtʃúnə́~fə̀ntʃúnə́ / m̀tʃúnə́  ,19 / 6a,gossip (n)_KMN
318,918,gossip (n),NVI,ǹtʃúnə́ / ə̀mtʃúnə́,12 / 6a,gossip (n)_NVI
319,919,thank (n),KMN,kə̀yɔ̀ŋnə̀ / bə̀yɔ̀ŋnə̀,7 / 8.,thank (n)_KMN
320,919,thank (n),NVI,kə̀yɔ̀ŋnə̀ / ábə̀yɔ̀ŋnə̀ ,7 / 8.,thank (n)_NVI
321,43,beggar,NVI,ŋʊ̀nɪ́n / ànɪ́n~ànɪ̀ánɪ́n,1 / 2.,beggar_NVI
322,43,beggar,KMN,ŋʊ̀nɪ́ŋ / áníánɪ́ŋ,1 / 2.,beggar_KMN
323,920,lie (n); false (n),NVI,àlɔ́ŋ / ə̀bə̀lɔ́ŋ~ álɔ́ŋ / àlɔ́ŋ ,5 / 8.,lie (n); false (n)_NVI
324,920,lie (n); false (n),KMN,ǎlɔ́ŋ / ø~lɔ́ŋ / álɔ́ŋ,5 / 6.,lie (n); false (n)_KMN
325,921,story,KMN,fə̀máŋgásə̄ / m̀máŋgásə̄ ,19 / 6a,story_KMN
326,921,story,NVI,máŋgásē~sɪ̀ŋgásé / ə̀bə̀máŋgásē~,19 / 6a,story_NVI
327,191,stick,NVI,kə́tə́ / ə́bə́tə́,7 / 8.,stick_NVI
328,191,stick,KMN,kə̀mbyàŋ / bə̀mbyàŋ,7 / 8.,stick_KMN
329,176,tree,KMN,kə́tə́~kə̄tə̄ / bə́tə́,7 / 8.,tree_KMN
330,176,tree,NVI,kə́tə́ / ə́bə́tə́~bə́tə́,7 / 8.,tree_NVI
331,341,drum,NVI,fə́kpɪ́n~kpén / ə́bə́kpɪ́n~ə́mkpén,19 / 6a,drum_NVI
332,341,drum,KMN,fə́kpɪ́ɲ /  ḿkpɪ́ɲ,19 / 6a,drum_KMN
333,192,firewood,NVI,kɥɪ́n / kə́kɥɪ́nlə́,5 / 7a,firewood_NVI
334,192,firewood,KMN,kpɪ́ɲ / kɥɪ́ɲ,3 / 7a~5 / 7a,firewood_KMN
335,584,staff (walk support),KMN,kə̀mbyàŋ / bə̀mbyàŋ,7 / 8.,staff (walk support)_KMN
336,584,staff (walk support),NVI,kə̀mbyàŋ / bə̀mbyàŋ,7 / 8.,staff (walk support)_NVI
337,926,oath (n),NVI,m̀kàɲ / ə̀mkàɲ,12 / 6a,oath (n)_NVI
338,926,oath (n),KMN,ø / ø,øø,oath (n)_KMN
339,927,swear (n),KMN,kâɲ / ákâɲ,5 / 6.,swear (n)_KMN
340,927,swear (n),NVI,ø / ø,øø,swear (n)_NVI
341,928,law (n),NVI,kə̀lâŋ / bə̀lâŋ~ə̀bə̀la᷇ːŋ,7 / 8.,law (n)_NVI
342,928,law (n),KMN,kə̀la᷇ːŋ / bə̀la᷇ːŋ,7 / 8.,law (n)_KMN
343,938,quarrel (n),KMN,dúnə̄ / kə́dúnə̄,5 / 7a,quarrel (n)_KMN
344,938,quarrel (n),NVI,dúnə̄ / ə̀dúnə̄,5 / 6.,quarrel (n)_NVI
345,939,fight (n),NVI,kə̀ŋgə̀sə̀ / ə̂bə̀ŋgə̀sə̀~ŋgə̀sə̀ ,7 / 8.,fight (n)_NVI
346,939,fight (n),KMN,kə̀ŋgə̀sə̀ / bə̀ŋgə̀sə̀,7 / 8.,fight (n)_KMN
347,922,hunger (n),KMN,dzɪ̀ɲ / kə́dzɪ̂ːlə̀,5 / 7a,hunger (n)_KMN
348,922,hunger (n),NVI,dzɪ̀n / ə́dzɪ̀n~ə́kə́dzɪ́nnə̀,5 / 7a,hunger (n)_NVI
349,532,rope,KMN,kwə̀lə̀ / kə́kwə̂lə̀,5 / 7a,rope_KMN
350,532,rope,NVI,kwə̀lə̀ / ə̀kə́kwə́lə́~kə̀kwə̀lə̀,5 / 7a,rope_NVI
351,837,farm,NVI,ɲǘ / kə́ɲʊ̈́lə́,3 / 7a,farm_NVI
352,837,farm,KMN,ɲǘ / kə́ɲʊ̈́lə́,3 / 7a,farm_KMN
353,839,bush (owner),NVI,ɲǘ / kə́ɲʊ̈́lə́,3 / 7a,bush (owner)_NVI
354,839,bush (owner),KMN,àmbɔ̂ŋ / ø,5 / ø,bush (owner)_KMN
355,290,raffia fibre,KMN,ø / ø,øø,raffia fibre_KMN
356,290,raffia fibre,NVI,tsàɲ / kə́tsàɲlə̀~kə́tsàɲnə̀,5 / 7a,raffia fibre_NVI
357,209,wax (native-incense),NVI,ø / ø,øø ,wax (native-incense)_NVI
358,209,wax (native-incense),KMN,dzə̀ / ádzə̂,5 / 6.,wax (native-incense)_KMN
359,523,twine,KMN,fə̀ntə̀mə́ / m̀tə̀mə́,19 / 6a,twine_KMN
360,523,twine,NVI,fə̀ntə̀mə́ / m̀tə̀mə́,19 / 6a,twine_NVI
361,923,trouble (n),NVI,ŋgə́ʔ / ə́bə̀ŋgə́ʔ~àŋgə́ʔ,1 / 2.,trouble (n)_NVI
362,923,trouble (n),KMN,ŋgə́ʔ / àŋgə́ʔ,1 / 2.,trouble (n)_KMN
363,924,suffer (n),NVI,ŋgə́ʔ / ə́bə̀ŋgə́ʔ~àŋgə́ʔ,1 / 2.,suffer (n)_NVI
364,924,suffer (n),KMN,bɔ̀ɲsə́ / kə̀bɔ̀ŋsə́,5 / 7a,suffer (n)_KMN
365,841,village,KMN,kɥǘ / kə̀kyǘlə́,5 / 7a,village_KMN
366,841,village,NVI,ákɥʊ̈~kɥǘ / kə̄kyʊ̈́lə́~kə̀kyǘlə́,5 / 7a,village_NVI
367,842,quarter,KMN,ø / ø,øø,quarter_KMN
368,842,quarter,NVI,kɔ́ / kə̀kɔ́lə́~,7 / 8.,quarter_NVI
369,843,country,NVI,ákɥʊ̈~kɥǘ / kə̄kyʊ̈́lə́~kə̀kyǘlə́,5 / 7a,country_NVI
370,843,country,KMN,kɥǘ / kə́kyǘlə́,5 / 7a,country_KMN
371,844,compound,NVI,fə́kwə̄n / kə̄kwə́nlə́~kə̀kwə́nnə́,19 / 7a,compound_NVI
372,844,compound,KMN,fʊ́kwɛ̄ɲ / ḿkwɛ̄ɲ,19 / 6a,compound_KMN
373,845,toilet,KMN,kpwó / kə́kpwóːlə́,3 / 7a,toilet_KMN
374,845,toilet,NVI,kpwôː / kə̀kpwóːlə̀~kpóːlə̀,3 / 7a,toilet_NVI
375,647,farm house (corn storage),NVI,kə́ʃyáŋ~fə̀ʃyáŋ / bə́ʃyáŋ~mʃyáŋ,19 / 6a,farm house (corn storage)_NVI
376,647,farm house (corn storage),KMN,kə́ʃyǎŋ / bə́ʃyǎŋ,7 / 8.,farm house (corn storage)_KMN
377,652,hut,KMN,sáŋkpà / kə̀sáŋkpà,3 / 7a,hut_KMN
378,652,hut,NVI,tʃyá / kə̀tʃyálə́,5 / 7a,hut_NVI
379,51,guard,KMN,dʒúə̀ŋ / kə́dʒúə̀ŋlə̀,5 / 7a,guard_KMN
380,51,guard,NVI,ŋgə́sə́ / kə̀ŋgə́s,3 / 7a,guard_NVI
381,373,cutlass,NVI,fə́bélə́ / kə́bélə́~,19 / 7a,cutlass_NVI
382,373,cutlass,KMN,ø / ø,øø,cutlass_KMN
383,374,knife,NVI,ø / ø ,øø,knife_NVI
384,374,knife,KMN,fə́ʃôː / ḿʃôː,19 / 6a,knife_KMN
385,375,axe,NVI,tɪ́ / kə̀tɪ́lə́,5 / 7a,axe_NVI
386,375,axe,KMN,tɪ̌ː / kə̀tɪ́ːtə́~kə̀tɪ́ːlə́,5 / 7a,axe_KMN
387,376,hoe,KMN,tsɨ̀ / kə́tsɨ̀lə̀,5 / 7a,hoe_KMN
388,376,hoe,NVI,tsɨ̀ / kə̀tsə̀lə̀,5 / 7a,hoe_NVI
389,511,woven dish,KMN,kə̀nʃâːnə̀ / bə̀nʃâːnə̀,7 / 8.,woven dish_KMN
390,511,woven dish,NVI,dʒwɛ́sə́ / kə́dʒwɛ́sə́,3 / 7a,woven dish_NVI
391,1536,flour (corn),NVI,ə́mʊ́ŋ~mʊ́ŋ / ə́mʊ́ŋmə̄~ə̀mʊ́ŋ,12 / 6a,flour (corn)_NVI
392,1536,flour (corn),KMN,fə̀mʊ́ŋ / m̀mʊ́ŋ,19 / 6a,flour (corn)_KMN
393,386,knitting pin,KMN,ø / ø,øø,knitting pin_KMN
394,386,knitting pin,NVI,fə́fwɛ́ŋ / kə̄fwɛ́ŋ~mfwɛ́ŋ,19 / 6a,knitting pin_NVI
395,496,faxed pillar,KMN,mbámbáʔsə́ / àmbámbáʔsə́,1 / 2.,faxed pillar_KMN
396,496,faxed pillar,NVI,ø / ø,øø,faxed pillar_NVI
397,425,pillar,KMN,kə́tɔ̂ʔ / bə́tɔ̂ʔ,7 / 8.,pillar_KMN
398,425,pillar,NVI,kə́tɔ̂ʔ / bə̀tɔ̂ʔ,7 / 8.,pillar_NVI
399,387,nail,NVI,mbáɲ / àmbáɲ,1 / 2.,nail_NVI
400,387,nail,KMN,mbáɲ / àmbáɲ,1 / 2.,nail_KMN
401,514,bag,NVI,kə̀bàː / kə̀bàːlə̀,7 / 8.,bag_NVI
402,514,bag,KMN,kə̀bàː / bə̀bàː,7 / 8.,bag_KMN
403,426,cup,KMN,fə̀ʃyə́ / m̀ʃyə́,19 / 6a,cup_KMN
404,426,cup,NVI,fə̀ʃyə̄ / ə̀mʃyə̄~m̀ʃyə́,19 / 6a,cup_NVI
405,388,spear,KMN,ø / ø,øø,spear_KMN
406,388,spear,NVI,gʊ̂ / kə́gʊ́ːlə̀,5 / 7a,spear_NVI
407,515,cup sieve,KMN,ø / ø,øø,cup sieve_KMN
408,515,cup sieve,NVI,ø / ø,ø ø ,cup sieve_NVI
409,427,broom,NVI,m̀sɔ́ŋ / ə̀mə̀msɔ́ŋ~ə̀msɔ́ŋ,12 / 6a ,broom_NVI
410,427,broom,KMN,fə̀sɔ́ŋ / m̀sɔ́ŋ,19 / 6a,broom_KMN
411,272,wine (palm; raffia),KMN,m̀mbɪ́ɲ / ø~fə̀bɪ̌ŋ/m̀bɪ̌ŋ,19 / 6a,wine (palm; raffia)_KMN
412,272,wine (palm; raffia),NVI,mbɪ́n / ə̀mə̀mbɪ́n~ə̀mbɪ́n,12 / 6a,wine (palm; raffia)_NVI
413,826,world,KMN,mbì / àmbí,1 / 2.,world_KMN
414,826,world,NVI,mbí / kə̀mbílə́~àmbí,1 / 2.,world_NVI
415,389,tapping knife,NVI,ø / ø,øø,tapping knife_NVI
416,389,tapping knife,KMN,ø / ø,øø,tapping knife_KMN
417,428,calabash,NVI,fʊ̀ŋ~fʊ́ː / kə́fʊ́ːlə́~fʊ́ːlə̀,5 / 7a,calabash_NVI
418,428,calabash,KMN,fʊ̀ŋ / kə́fʊ̂ːlə̀,5 / 7a,calabash_KMN
419,429,pipe,KMN,ø / ø,øø,pipe_KMN
420,429,pipe,NVI,kə̀mbwú / bə̀mbwú,7 / 8.,pipe_NVI
421,491,tobacco pipe,NVI,tsɔ́ːsə̀ / kə́tsɔ́ːsə̀,5 / 7a,tobacco pipe_NVI
422,491,tobacco pipe,KMN,tsɔ̌ːsə̀ / kə̀tsɔ̌ːsə̀,3 / 7a,tobacco pipe_KMN
423,430,fire,KMN,gwásə̀ / kə̄gwásə̀,3 / 7a,fire_KMN
424,430,fire,NVI,gwásə̀ / kə́gwásə̀,3 / 7a,fire_NVI
425,516,basket,NVI,sɔ́ / kə́sɔ́ːlə́,5 / 7a,basket_NVI
426,516,basket,KMN,dʒwɛ́sə́ / kə̀dʒwɛ́ːsə́,3 / 7a,basket_KMN
427,431,gun,KMN,gwáːsə̀ / kə́gwáːsə̀,3 / 7a,gun_KMN
428,431,gun,NVI,gwásə̀ / kə́gwásə̀,3 / 7a,gun_NVI
429,454,calabash (wine share),NVI,fə̀mgbɪ̀ / kə̀mgbɪ̀~m̀mgbɪ̀~,19 / 6a,calabash (wine share)_NVI
430,454,calabash (wine share),KMN,ŋgɪ̀ː / àŋgɪ̀ː,1 / 2.,calabash (wine share)_KMN
431,455,calabash (no hole),NVI,mbàsə̀pɔ̀ʔ / àmbàsə̀pɔ̀ʔ,1 / 2.,calabash (no hole)_NVI
432,455,calabash (no hole),KMN,fʊ̀ŋ / kə̀fʊ̂ːlə̀,5 / 7a,calabash (no hole)_KMN
